,Year,Month,CLIMATE_SUMMARY.PRECIPITATION_HEIGHT,CLIMATE_SUMMARY.WIND_FORCE_BEAUFORT,CLIMATE_SUMMARY.SUNSHINE_DURATION,nFires,state
0,1995,1,54.279999999999994,2.95,177840.0,0,Brandenburg
1,1995,2,57.9,3.130526315789474,248670.0,2,Brandenburg
2,1995,3,45.355000000000004,3.0845,474608.5714285714,14,Brandenburg
3,1995,4,37.925,2.7785,538200.0,30,Brandenburg
4,1995,5,57.839999999999996,2.115789473684211,844392.0,78,Brandenburg
5,1995,6,89.87,2.0347619047619045,659541.1764705882,7.0,Brandenburg
6,1995,7,39.67,1.95,1105632.0,106,Brandenburg
7,1995,8,56.4,1.911578947368421,962208.0,212,Brandenburg
8,1995,9,57.355,2.308,445997.64705882355,3,Brandenburg
9,1995,10,10.485,1.8352631578947367,483760.0,6,Brandenburg
10,1995,11,44.11,2.294,262665.0,0,Brandenburg
11,1995,12,30.464999999999996,2.028,114920.0,0,Brandenburg
12,1996,1,1.51,2.3535,207995.29411764705,1,Brandenburg
13,1996,2,28.605,2.5095,319552.9411764706,1,Brandenburg
14,1996,3,13.755,2.6236363636363635,439178.82352941175,27,Brandenburg
15,1996,4,13.415000000000001,2.1123809523809522,805560.0,244,Brandenburg
16,1996,5,91.66315789473684,2.3295000000000003,439760.0,26,Brandenburg
17,1996,6,34.48421052631579,2.1035,703757.6470588235,76.0,Brandenburg
18,1996,7,92.035,2.2263636363636365,645726.3157894737,33,Brandenburg
19,1996,8,42.375,1.9905000000000002,774341.052631579,40,Brandenburg
20,1996,9,38.485,2.333809523809524,449838.0,7,Brandenburg
21,1996,10,46.214999999999996,2.0223809523809524,347494.7368421053,1,Brandenburg
22,1996,11,37.195,2.621,117018.94736842105,0,Brandenburg
23,1996,12,13.570000000000002,1.9995238095238097,197640.0,0,Brandenburg
24,1997,1,6.11,1.9252380952380952,239480.0,0,Brandenburg
25,1997,2,51.705,3.1950000000000003,299974.7368421053,6,Brandenburg
26,1997,3,22.735,2.5045454545454544,539374.7368421053,45,Brandenburg
27,1997,4,34.42,2.8713636363636366,606860.0,71,Brandenburg
28,1997,5,63.355,2.303809523809524,783846.0,77,Brandenburg
29,1997,6,46.205,2.2104761904761907,894654.0,114.0,Brandenburg
30,1997,7,102.05499999999999,2.04,806949.4736842106,87,Brandenburg
31,1997,8,36.015,1.7023809523809523,966240.0,173,Brandenburg
32,1997,9,22.335,2.045,671741.052631579,28,Brandenburg
33,1997,10,36.980000000000004,2.571304347826087,425520.0,6,Brandenburg
34,1997,11,16.01904761904762,2.114090909090909,184035.7894736842,0,Brandenburg
35,1997,12,59.019047619047626,2.5234782608695654,121284.0,1,Brandenburg
36,1998,1,56.83181818181818,2.6454166666666667,230605.7142857143,0,Brandenburg
37,1998,2,16.25,2.9378260869565214,251142.85714285713,10,Brandenburg
38,1998,3,54.73181818181818,2.6614285714285715,475221.17647058825,26,Brandenburg
39,1998,4,46.38636363636363,2.2209090909090907,467022.85714285716,17,Brandenburg
40,1998,5,28.613636363636363,2.1714285714285717,881674.2857142857,156,Brandenburg
41,1998,6,72.9590909090909,2.1069565217391304,696492.0,56.0,Brandenburg
42,1998,7,62.71363636363637,2.5733333333333333,700541.052631579,35,Brandenburg
43,1998,8,59.900000000000006,2.435,700434.0,114,Brandenburg
44,1998,9,55.08571428571428,1.935,384552.0,4,Brandenburg
45,1998,10,97.05238095238094,3.1295238095238096,257717.64705882352,0,Brandenburg
46,1998,11,39.50952380952381,2.227142857142857,142800.0,0,Brandenburg
47,1998,12,39.42857142857143,2.8104347826086955,198828.0,0,Brandenburg
48,1999,1,34.0,2.6230434782608696,204700.0,0,Brandenburg
49,1999,2,48.60476190476191,2.9208695652173917,218652.63157894736,0,Brandenburg
50,1999,3,44.60476190476191,2.267142857142857,393318.0,8,Brandenburg
51,1999,4,36.22380952380953,2.318,602715.7894736842,29,Brandenburg
52,1999,5,49.41428571428572,2.3214285714285716,929084.2105263158,92,Brandenburg
53,1999,6,59.77619047619047,2.0545454545454547,738928.4210526316,21.0,Brandenburg
54,1999,7,32.08571428571428,2.242,937278.0,119,Brandenburg
55,1999,8,38.419047619047625,2.1928571428571426,754820.0,120,Brandenburg
56,1999,9,28.414285714285718,2.2882608695652173,746564.2105263158,86,Brandenburg
57,1999,10,22.59047619047619,2.609047619047619,408827.36842105264,10,Brandenburg
58,1999,11,27.56190476190476,2.16,219770.52631578947,0,Brandenburg
59,1999,12,67.93809523809524,3.3441666666666667,134780.0,0,Brandenburg
60,2000,1,45.266666666666666,2.922608695652174,227197.8947368421,0,Brandenburg
61,2000,2,48.309090909090905,2.9791304347826086,237096.0,1,Brandenburg
62,2000,3,77.27727272727272,2.9747826086956524,289800.0,3,Brandenburg
63,2000,4,26.936363636363637,2.2445454545454546,726991.5789473684,55,Brandenburg
64,2000,5,25.686363636363637,2.14,1034886.3157894737,193,Brandenburg
65,2000,6,34.56086956521739,2.486521739130435,865837.8947368421,210.0,Brandenburg
66,2000,7,59.80869565217391,2.395,368100.0,39,Brandenburg
67,2000,8,61.13636363636363,1.9013636363636364,833417.1428571428,62,Brandenburg
68,2000,9,54.77916666666667,2.3125,528102.0,9,Brandenburg
69,2000,10,27.043478260869566,2.3054166666666664,328782.85714285716,3,Brandenburg
70,2000,11,27.073913043478264,2.2588,320094.0,0,Brandenburg
71,2000,12,32.44347826086957,2.4341666666666666,207257.14285714287,0,Brandenburg
72,2001,1,30.516666666666666,2.3012,180468.0,1,Brandenburg
