,pr,tasmax,sfcWind,Bundesland,Year,Month
0,1.989994e-05,278.43063,4.9,Brandenburg,2024,1
1,2.113202e-05,278.38547,4.7612906,Brandenburg,2024,1
2,2.4678913e-05,278.1984,4.4225807,Brandenburg,2024,1
3,1.8406512e-05,278.55966,4.416129,Brandenburg,2024,1
4,1.8406512e-05,278.5403,4.367742,Brandenburg,2024,1
5,1.9414576e-05,278.41772,4.3580647,Brandenburg,2024,1
6,2.3521505e-05,278.36935,4.3580647,Brandenburg,2024,1
7,2.4118877e-05,278.2758,4.2451615,Brandenburg,2024,1
8,1.9227897e-05,278.4597,4.332258,Brandenburg,2024,1
9,1.9675927e-05,278.42096,4.1096773,Brandenburg,2024,1
10,2.1430706e-05,278.3371,4.1774197,Brandenburg,2024,1
11,2.408154e-05,278.24353,4.319355,Brandenburg,2024,1
12,2.2326762e-05,278.1758,4.2806454,Brandenburg,2024,1
13,2.0571984e-05,278.14032,4.032258,Brandenburg,2024,1
14,2.1169355e-05,278.079,4.2258067,Brandenburg,2024,1
15,2.3409499e-05,277.94678,4.1387095,Brandenburg,2024,1
16,2.75911e-05,277.7661,4.016129,Brandenburg,2024,1
17,1.9675927e-05,278.4113,4.283871,Brandenburg,2024,1
18,2.0049283e-05,278.3532,4.2967744,Brandenburg,2024,1
19,2.1057347e-05,278.30807,4.3096776,Brandenburg,2024,1
20,1.9601255e-05,278.1758,4.0258064,Brandenburg,2024,1
21,1.7697133e-05,278.15,4.1838713,Brandenburg,2024,1
22,1.9302568e-05,278.2016,4.0258064,Brandenburg,2024,1
23,2.2849463e-05,278.25967,4.203226,Brandenburg,2024,1
24,2.4566905e-05,278.10162,4.167742,Brandenburg,2024,1
25,2.6769714e-05,277.9403,4.0387096,Brandenburg,2024,1
26,1.8219833e-05,278.28546,4.448387,Brandenburg,2024,1
27,1.8742534e-05,278.18225,4.2612906,Brandenburg,2024,1
28,1.8481183e-05,278.0887,4.2967744,Brandenburg,2024,1
29,1.840651e-05,278.18225,4.5580645,Brandenburg,2024,1
30,1.7659797e-05,278.11774,4.322581,Brandenburg,2024,1
31,1.911589e-05,278.13065,4.303226,Brandenburg,2024,1
32,2.2550777e-05,278.19836,4.0870967,Brandenburg,2024,1
33,2.4604242e-05,278.0758,4.2322583,Brandenburg,2024,1
34,1.788381e-05,278.1371,4.2258067,Brandenburg,2024,1
35,1.545699e-05,278.0403,4.4129033,Brandenburg,2024,1
36,1.728644e-05,277.95645,4.419355,Brandenburg,2024,1
37,1.9713261e-05,278.0145,4.3483872,Brandenburg,2024,1
38,2.0497311e-05,278.05966,4.2967744,Brandenburg,2024,1
39,2.087067e-05,278.0145,3.9870968,Brandenburg,2024,1
40,2.1542712e-05,277.93387,4.0741935,Brandenburg,2024,1
41,2.1804062e-05,277.9371,3.832258,Brandenburg,2024,1
42,2.5388292e-05,277.81775,3.9645162,Brandenburg,2024,1
43,2.583632e-05,277.62097,3.8225808,Brandenburg,2024,1
44,2.6433692e-05,278.10806,4.3451614,Brandenburg,2024,1
45,2.034797e-05,278.0887,4.3612905,Brandenburg,2024,1
46,1.624104e-05,278.1274,4.1903224,Brandenburg,2024,1
47,1.6577062e-05,278.1371,3.9806452,Brandenburg,2024,1
48,1.9153227e-05,277.9919,4.0870967,Brandenburg,2024,1
49,2.2849463e-05,277.95645,3.8161292,Brandenburg,2024,1
50,2.2140084e-05,277.94354,3.6225808,Brandenburg,2024,1
51,2.120669e-05,277.90805,4.080645,Brandenburg,2024,1
52,2.3110813e-05,277.76935,4.019355,Brandenburg,2024,1
53,2.2625449e-05,277.73386,4.306452,Brandenburg,2024,1
54,2.5425627e-05,277.56934,3.9258065,Brandenburg,2024,1
55,2.628435e-05,277.50485,4.3,Brandenburg,2024,1
56,2.251344e-05,278.13065,4.5548387,Brandenburg,2024,1
57,2.0347969e-05,278.3145,4.6806455,Brandenburg,2024,1
58,1.5568996e-05,278.3242,4.629032,Brandenburg,2024,1
59,1.6838412e-05,278.22742,4.33871,Brandenburg,2024,1
60,1.9563919e-05,278.1887,4.1225805,Brandenburg,2024,1
61,1.9750598e-05,278.07257,4.1774197,Brandenburg,2024,1
62,2.1766728e-05,277.9242,4.0935483,Brandenburg,2024,1
63,2.3409499e-05,277.8726,3.764516,Brandenburg,2024,1
64,2.2214756e-05,277.72418,3.7548387,Brandenburg,2024,1
65,2.2140084e-05,277.59515,4.1741934,Brandenburg,2024,1
66,2.2774791e-05,277.61774,4.4903226,Brandenburg,2024,1
67,2.505227e-05,277.51453,4.016129,Brandenburg,2024,1
68,2.4828256e-05,277.54355,4.180645,Brandenburg,2024,1
69,1.904122e-05,278.53064,4.23871,Brandenburg,2024,1
70,1.8518518e-05,278.38226,3.9580646,Brandenburg,2024,1
71,1.6315711e-05,278.4242,4.596774,Brandenburg,2024,1
72,1.6689068e-05,278.3145,4.2451615,Brandenburg,2024,1
73,1.8630526e-05,278.19193,4.5225806,Brandenburg,2024,1
74,2.0161291e-05,278.15643,4.770968,Brandenburg,2024,1
75,2.1057347e-05,278.01773,5.116129,Brandenburg,2024,1
76,2.1094684e-05,277.9242,4.9387097,Brandenburg,2024,1
77,2.2476106e-05,277.8242,4.2096777,Brandenburg,2024,1
78,2.2401433e-05,277.7016,4.1935487,Brandenburg,2024,1
79,2.3334827e-05,277.5242,4.0419354,Brandenburg,2024,1
80,2.0459976e-05,277.5242,4.283871,Brandenburg,2024,1
81,2.1393369e-05,277.47256,4.4096775,Brandenburg,2024,1
82,1.6465054e-05,278.64032,4.383871,Brandenburg,2024,1
83,1.6651733e-05,278.4758,4.5064516,Brandenburg,2024,1
84,1.7622462e-05,278.3145,4.480645,Brandenburg,2024,1
85,1.9265233e-05,278.19516,5.016129,Brandenburg,2024,1
86,2.1132018e-05,278.1016,4.8483872,Brandenburg,2024,1
87,2.2662784e-05,277.99515,4.7580647,Brandenburg,2024,1
88,2.1542712e-05,277.92096,4.6193547,Brandenburg,2024,1
89,2.2326762e-05,277.66614,3.9935484,Brandenburg,2024,1
90,2.0758662e-05,277.46613,4.2161293,Brandenburg,2024,1
91,1.963859e-05,277.4371,4.3419356,Brandenburg,2024,1
92,1.8369175e-05,277.36612,4.548387,Brandenburg,2024,1
93,1.6203703e-05,278.64676,4.0064516,Brandenburg,2024,1
94,1.762246e-05,278.5113,4.3580647,Brandenburg,2024,1
95,1.8219833e-05,278.2629,4.851613,Brandenburg,2024,1
96,2.0310634e-05,278.2016,5.1612906,Brandenburg,2024,1
97,2.1244026e-05,277.83386,4.4451613,Brandenburg,2024,1
98,2.0347969e-05,277.61774,4.6096773,Brandenburg,2024,1
99,1.8891877e-05,277.35968,4.4451613,Brandenburg,2024,1
100,1.8182498e-05,277.31128,4.5258064,Brandenburg,2024,1
101,1.571834e-05,277.44998,4.83871,Brandenburg,2024,1
102,1.5382318e-05,277.47903,4.735484,Brandenburg,2024,1
103,1.8369175e-05,278.60483,3.7612903,Brandenburg,2024,1
104,1.9526584e-05,278.51773,3.8612905,Brandenburg,2024,1
105,1.9675927e-05,278.3532,4.0709677,Brandenburg,2024,1
106,1.8107827e-05,278.13065,4.787097,Brandenburg,2024,1
107,1.9563919e-05,278.10806,5.1419353,Brandenburg,2024,1
108,1.8630526e-05,278.11774,4.3935485,Brandenburg,2024,1
109,2.2028076e-05,277.73386,4.903226,Brandenburg,2024,1
110,2.2550777e-05,277.46936,4.4935484,Brandenburg,2024,1
111,2.1542714e-05,277.3145,4.790323,Brandenburg,2024,1
112,1.780914e-05,277.49194,4.467742,Brandenburg,2024,1
113,1.4784947e-05,277.5629,4.612903,Brandenburg,2024,1
114,1.9862606e-05,278.34354,3.7032259,Brandenburg,2024,1
115,1.9862604e-05,278.13065,4.170968,Brandenburg,2024,1
116,1.7398446e-05,278.01773,4.8290324,Brandenburg,2024,1
117,1.7995819e-05,277.93387,4.467742,Brandenburg,2024,1
118,1.9974612e-05,277.9758,4.3903227,Brandenburg,2024,1
119,1.9713261e-05,277.9274,4.1064515,Brandenburg,2024,1
120,2.2065413e-05,277.7887,4.432258,Brandenburg,2024,1
121,2.3110812e-05,277.65967,4.719355,Brandenburg,2024,1
122,2.3260156e-05,277.4371,4.9548388,Brandenburg,2024,1
123,2.1953405e-05,277.29517,4.7161293,Brandenburg,2024,1
124,1.6129034e-05,277.58548,4.7483873,Brandenburg,2024,1
125,1.4934289e-05,277.57257,4.548387,Brandenburg,2024,1
126,1.989994e-05,278.21127,4.206452,Brandenburg,2024,1
127,1.9302568e-05,278.00482,4.0,Brandenburg,2024,1
128,1.8406512e-05,277.80807,4.283871,Brandenburg,2024,1
129,1.833184e-05,277.75323,4.5451612,Brandenburg,2024,1
130,2.0385305e-05,277.73386,4.1225805,Brandenburg,2024,1
131,2.0422642e-05,277.76935,4.2419357,Brandenburg,2024,1
132,2.4417563e-05,277.7661,4.2967744,Brandenburg,2024,1
133,2.2774791e-05,277.71127,4.1838713,Brandenburg,2024,1
134,2.0795998e-05,277.5113,4.270968,Brandenburg,2024,1
135,1.7958482e-05,277.46613,4.645161,Brandenburg,2024,1
136,2.1132018e-05,278.1887,4.1612906,Brandenburg,2024,1
137,2.0198626e-05,278.01773,4.5064516,Brandenburg,2024,1
138,1.8406512e-05,277.84677,4.33871,Brandenburg,2024,1
139,1.9414576e-05,277.65967,4.2483873,Brandenburg,2024,1
140,2.1617383e-05,277.5629,3.9451613,Brandenburg,2024,1
141,2.2737455e-05,277.50806,4.116129,Brandenburg,2024,1
142,2.113202e-05,277.48547,4.580645,Brandenburg,2024,1
143,2.0721327e-05,277.5758,4.2290325,Brandenburg,2024,1
144,2.0235962e-05,277.5403,4.016129,Brandenburg,2024,1
145,1.780914e-05,277.25967,4.4580646,Brandenburg,2024,1
146,1.4971625e-05,277.1371,4.7935486,Brandenburg,2024,1
147,2.0534648e-05,278.27902,4.0451612,Brandenburg,2024,1
148,2.1281363e-05,278.0274,4.448387,Brandenburg,2024,1
149,1.9489247e-05,277.88226,4.4580646,Brandenburg,2024,1
150,1.8630526e-05,277.70807,3.6709678,Brandenburg,2024,1
151,2.0459976e-05,277.5145,3.6129034,Brandenburg,2024,1
152,2.3894863e-05,277.4016,3.7193549,Brandenburg,2024,1
153,2.4230885e-05,277.36612,4.4225807,Brandenburg,2024,1
154,2.1766726e-05,277.41772,4.370968,Brandenburg,2024,1
155,2.0459976e-05,277.4403,3.9612904,Brandenburg,2024,1
156,1.8518518e-05,277.3145,3.9548388,Brandenburg,2024,1
157,1.6017026e-05,277.0274,4.319355,Brandenburg,2024,1
158,1.2992832e-05,277.04355,4.9290323,Brandenburg,2024,1
159,1.4336918e-05,277.08224,4.854839,Brandenburg,2024,1
160,1.5681004e-05,277.22095,4.754839,Brandenburg,2024,1
161,2.2886798e-05,278.33386,4.0548387,Brandenburg,2024,1
162,2.2326762e-05,278.30804,4.003226,Brandenburg,2024,1
163,2.0945341e-05,278.09515,4.3806453,Brandenburg,2024,1
164,1.9601255e-05,277.82095,4.612903,Brandenburg,2024,1
165,1.8406512e-05,277.65,4.2322583,Brandenburg,2024,1
166,2.0011948e-05,277.6016,4.016129,Brandenburg,2024,1
167,2.0945341e-05,277.40805,4.0709677,Brandenburg,2024,1
168,2.3969535e-05,277.29837,3.9096775,Brandenburg,2024,1
169,2.1729391e-05,277.1855,4.0064516,Brandenburg,2024,1
170,1.9078554e-05,277.30804,3.9612904,Brandenburg,2024,1
171,1.8667863e-05,277.2887,4.0935483,Brandenburg,2024,1
172,1.8630526e-05,277.05,4.616129,Brandenburg,2024,1
173,1.7249104e-05,276.96613,4.9935484,Brandenburg,2024,1
174,1.31795105e-05,276.91452,5.0451612,Brandenburg,2024,1
175,1.3142175e-05,276.97903,5.080645,Brandenburg,2024,1
176,1.4187574e-05,277.00162,4.9935484,Brandenburg,2024,1
177,2.225209e-05,278.1145,3.8161292,Brandenburg,2024,1
178,2.165472e-05,278.0403,4.2774196,Brandenburg,2024,1
179,1.9675927e-05,277.9371,4.2322583,Brandenburg,2024,1
180,1.7510454e-05,277.7532,4.487097,Brandenburg,2024,1
181,1.9601255e-05,277.49838,4.687097,Brandenburg,2024,1
182,2.0908004e-05,277.48547,4.583871,Brandenburg,2024,1
183,2.0049283e-05,277.41452,4.2290325,Brandenburg,2024,1
184,1.6950418e-05,276.9629,4.0387096,Brandenburg,2024,1
185,1.5531661e-05,276.83063,4.980645,Brandenburg,2024,1
186,1.51583035e-05,276.85968,5.332258,Brandenburg,2024,1
187,1.1910096e-05,276.70483,5.4774194,Brandenburg,2024,1
188,1.4486261e-05,276.81128,5.448387,Brandenburg,2024,1
189,2.0123955e-05,277.63065,4.3419356,Brandenburg,2024,1
190,1.8630526e-05,277.43063,4.6096773,Brandenburg,2024,1
191,1.5681004e-05,276.70807,5.403226,Brandenburg,2024,1
192,1.4038232e-05,276.77902,5.480645,Brandenburg,2024,1
193,1.2955496e-05,276.73386,5.432258,Brandenburg,2024,1
194,1.4187575e-05,276.77258,5.5451612,Brandenburg,2024,1
195,6.505428e-06,275.90518,4.075862,Brandenburg,2024,2
196,6.585249e-06,275.89136,3.8758621,Brandenburg,2024,2
197,7.30364e-06,275.7362,3.675862,Brandenburg,2024,2
198,5.8668584e-06,275.93274,3.737931,Brandenburg,2024,2
199,6.1462324e-06,275.95688,3.7689655,Brandenburg,2024,2
200,6.6650705e-06,275.89484,3.7586207,Brandenburg,2024,2
201,6.4256064e-06,275.89484,3.7551725,Brandenburg,2024,2
202,7.2238186e-06,275.81897,3.6275864,Brandenburg,2024,2
203,7.143997e-06,275.8879,3.8068967,Brandenburg,2024,2
204,7.5031926e-06,275.81897,3.6310346,Brandenburg,2024,2
205,5.3879307e-06,275.7569,3.686207,Brandenburg,2024,2
206,6.1462324e-06,275.80173,3.7724137,Brandenburg,2024,2
207,5.7471266e-06,275.73965,3.6275864,Brandenburg,2024,2
208,6.6251596e-06,275.80518,3.3793104,Brandenburg,2024,2
209,7.4632826e-06,275.69827,3.5,Brandenburg,2024,2
210,8.181673e-06,275.6155,3.4,Brandenburg,2024,2
211,7.782567e-06,275.53964,3.2206898,Brandenburg,2024,2
212,6.106322e-06,275.86725,3.8620691,Brandenburg,2024,2
213,6.425607e-06,275.80173,3.848276,Brandenburg,2024,2
214,5.3879307e-06,275.7224,3.7827587,Brandenburg,2024,2
215,5.587484e-06,275.7569,3.3931036,Brandenburg,2024,2
216,5.8269475e-06,275.85345,3.4896553,Brandenburg,2024,2
217,6.066411e-06,275.96033,3.3793104,Brandenburg,2024,2
218,6.5054282e-06,275.91898,3.5034485,Brandenburg,2024,2
219,7.583014e-06,275.83966,3.4724138,Brandenburg,2024,2
220,7.5830144e-06,275.7638,3.3379312,Brandenburg,2024,2
221,5.826948e-06,275.84656,4.02069,Brandenburg,2024,2
222,6.3058746e-06,275.7707,3.7758622,Brandenburg,2024,2
223,5.387931e-06,275.63275,3.6482759,Brandenburg,2024,2
224,4.9489145e-06,275.95688,3.786207,Brandenburg,2024,2
225,5.387931e-06,276.00516,3.6068966,Brandenburg,2024,2
226,5.228289e-06,275.94653,3.6344829,Brandenburg,2024,2
227,5.7471266e-06,275.92584,3.4896553,Brandenburg,2024,2
228,6.984355e-06,275.84656,3.5758622,Brandenburg,2024,2
229,4.1906133e-06,275.88104,3.7758622,Brandenburg,2024,2
230,4.988825e-06,275.76035,3.889655,Brandenburg,2024,2
231,6.505428e-06,275.6155,3.7896552,Brandenburg,2024,2
232,5.9466797e-06,275.67413,3.5034482,Brandenburg,2024,2
233,5.507663e-06,275.90515,3.4793105,Brandenburg,2024,2
234,4.789272e-06,275.97757,3.2551725,Brandenburg,2024,2
235,4.509898e-06,275.8638,3.334483,Brandenburg,2024,2
236,5.7471266e-06,275.78104,3.1655173,Brandenburg,2024,2
237,7.503193e-06,275.62585,3.2931035,Brandenburg,2024,2
238,7.98212e-06,275.59827,3.1172414,Brandenburg,2024,2
239,5.0686463e-06,275.43964,3.8724139,Brandenburg,2024,2
240,4.5498086e-06,275.60516,3.7793105,Brandenburg,2024,2
241,4.430077e-06,275.83966,3.6206896,Brandenburg,2024,2
242,5.6673057e-06,275.9293,3.3448277,Brandenburg,2024,2
243,5.8668584e-06,275.7431,3.2896552,Brandenburg,2024,2
244,5.0686463e-06,275.71896,3.0206897,Brandenburg,2024,2
245,5.507663e-06,275.80173,2.8965518,Brandenburg,2024,2
246,4.7493613e-06,275.8362,3.3517241,Brandenburg,2024,2
247,4.589719e-06,275.79483,3.2448277,Brandenburg,2024,2
248,5.4278416e-06,275.7155,3.462069,Brandenburg,2024,2
249,6.6251596e-06,275.41205,3.086207,Brandenburg,2024,2
250,6.8247127e-06,275.38104,3.2793105,Brandenburg,2024,2
251,5.028736e-06,275.15344,4.4310346,Brandenburg,2024,2
252,4.909004e-06,275.6293,4.1931033,Brandenburg,2024,2
253,4.7892718e-06,275.88104,4.158621,Brandenburg,2024,2
254,4.7493613e-06,276.0155,3.8379312,Brandenburg,2024,2
255,5.787037e-06,276.0086,3.5379312,Brandenburg,2024,2
256,4.8291827e-06,275.90863,3.4827588,Brandenburg,2024,2
257,4.789272e-06,275.75,3.324138,Brandenburg,2024,2
258,5.387931e-06,275.79483,3.0206897,Brandenburg,2024,2
259,4.988825e-06,275.74655,3.0034482,Brandenburg,2024,2
260,4.589719e-06,275.64655,3.4034483,Brandenburg,2024,2
261,5.7471266e-06,275.6362,3.4724138,Brandenburg,2024,2
262,6.8646236e-06,275.44308,3.0137932,Brandenburg,2024,2
263,6.5453387e-06,275.48102,3.151724,Brandenburg,2024,2
264,4.270434e-06,275.7431,4.0551724,Brandenburg,2024,2
265,5.30811e-06,275.56723,3.8275862,Brandenburg,2024,2
266,6.5453387e-06,275.76724,4.313793,Brandenburg,2024,2
267,4.869093e-06,275.8707,3.9586208,Brandenburg,2024,2
268,4.6695404e-06,275.96722,4.1275864,Brandenburg,2024,2
269,4.390166e-06,275.95688,4.224138,Brandenburg,2024,2
270,4.430077e-06,275.85345,4.4413795,Brandenburg,2024,2
271,5.30811e-06,275.81207,4.186207,Brandenburg,2024,2
272,5.906769e-06,275.81897,3.4931035,Brandenburg,2024,2
273,6.0265006e-06,275.7707,3.4068966,Brandenburg,2024,2
274,4.789272e-06,275.57758,3.151724,Brandenburg,2024,2
275,5.1484676e-06,275.53275,3.3034482,Brandenburg,2024,2
276,7.622925e-06,275.3914,3.475862,Brandenburg,2024,2
277,4.390166e-06,275.90515,4.144828,Brandenburg,2024,2
278,5.1484676e-06,275.8845,4.313793,Brandenburg,2024,2
279,5.028736e-06,275.86035,4.1896553,Brandenburg,2024,2
280,4.5098977e-06,275.89484,4.424138,Brandenburg,2024,2
281,5.2681994e-06,275.8638,4.324138,Brandenburg,2024,2
282,5.98659e-06,275.7845,4.2172413,Brandenburg,2024,2
283,4.709451e-06,275.8293,3.9517243,Brandenburg,2024,2
284,6.1861433e-06,275.69482,3.3137932,Brandenburg,2024,2
285,5.148467e-06,275.47067,3.5034482,Brandenburg,2024,2
286,4.3502555e-06,275.3983,3.5413795,Brandenburg,2024,2
287,5.188378e-06,275.23965,3.5551724,Brandenburg,2024,2
288,4.0309706e-06,276.0017,3.8758621,Brandenburg,2024,2
289,4.549808e-06,275.98447,4.265517,Brandenburg,2024,2
290,5.1484676e-06,275.80518,4.510345,Brandenburg,2024,2
291,4.709451e-06,275.87067,4.562069,Brandenburg,2024,2
292,5.5874843e-06,275.79483,3.8758621,Brandenburg,2024,2
293,5.627395e-06,275.59482,4.0413795,Brandenburg,2024,2
294,4.6695404e-06,275.30173,3.7,Brandenburg,2024,2
295,3.7515963e-06,275.22586,3.5793104,Brandenburg,2024,2
296,3.631865e-06,275.3362,3.7896552,Brandenburg,2024,2
297,4.2305237e-06,275.32242,3.8517241,Brandenburg,2024,2
298,4.62963e-06,275.85,3.6724138,Brandenburg,2024,2
299,4.589719e-06,275.93274,3.7758622,Brandenburg,2024,2
300,4.7493613e-06,275.8431,3.924138,Brandenburg,2024,2
301,4.5098977e-06,275.6155,4.472414,Brandenburg,2024,2
302,5.0686463e-06,275.7362,4.5655174,Brandenburg,2024,2
303,5.108557e-06,275.8362,3.889655,Brandenburg,2024,2
304,5.028736e-06,275.61206,4.2724137,Brandenburg,2024,2
305,5.98659e-06,275.40173,3.8655174,Brandenburg,2024,2
306,5.4278416e-06,275.21207,3.9172413,Brandenburg,2024,2
307,3.8314174e-06,275.45688,3.524138,Brandenburg,2024,2
308,3.4323116e-06,275.45343,3.7724137,Brandenburg,2024,2
309,4.110792e-06,275.79138,3.6206896,Brandenburg,2024,2
310,4.190613e-06,275.67413,4.0310345,Brandenburg,2024,2
311,3.791507e-06,275.56378,4.4655175,Brandenburg,2024,2
312,5.3480203e-06,275.56723,4.072414,Brandenburg,2024,2
313,5.3480203e-06,275.64655,3.9034483,Brandenburg,2024,2
314,5.787037e-06,275.6638,3.6068966,Brandenburg,2024,2
315,5.8269475e-06,275.6017,3.848276,Brandenburg,2024,2
316,7.4233717e-06,275.52585,4.058621,Brandenburg,2024,2
317,5.547574e-06,275.36035,4.1655173,Brandenburg,2024,2
318,4.270434e-06,275.19827,3.748276,Brandenburg,2024,2
319,2.9932949e-06,275.59827,3.8551724,Brandenburg,2024,2
320,3.0332055e-06,275.50516,3.8137932,Brandenburg,2024,2
321,4.869093e-06,275.72586,3.948276,Brandenburg,2024,2
322,4.110792e-06,275.58102,3.8620691,Brandenburg,2024,2
323,4.1507024e-06,275.4879,4.082759,Brandenburg,2024,2
324,3.7116858e-06,275.45688,4.172414,Brandenburg,2024,2
325,3.9511497e-06,275.46378,3.6896553,Brandenburg,2024,2
326,3.99106e-06,275.59482,3.7551725,Brandenburg,2024,2
327,4.5098977e-06,275.6362,3.7551725,Brandenburg,2024,2
328,5.826948e-06,275.65,3.6344829,Brandenburg,2024,2
329,4.62963e-06,275.50516,3.7,Brandenburg,2024,2
330,3.791507e-06,275.49136,3.8793104,Brandenburg,2024,2
331,4.9489145e-06,275.62585,3.9275863,Brandenburg,2024,2
332,4.62963e-06,275.56033,4.158621,Brandenburg,2024,2
333,5.188378e-06,275.4879,4.075862,Brandenburg,2024,2
334,4.869093e-06,275.39825,3.9827588,Brandenburg,2024,2
335,4.789272e-06,275.33276,3.6827586,Brandenburg,2024,2
336,3.8314174e-06,275.35345,3.786207,Brandenburg,2024,2
337,3.6717752e-06,275.3914,4.013793,Brandenburg,2024,2
338,3.99106e-06,275.50516,3.6586208,Brandenburg,2024,2
339,4.270434e-06,275.43274,3.5275862,Brandenburg,2024,2
340,4.0708815e-06,275.20517,3.8965518,Brandenburg,2024,2
341,3.2726693e-06,275.06378,4.010345,Brandenburg,2024,2
342,5.1085567e-06,275.7155,3.675862,Brandenburg,2024,2
343,5.1484676e-06,275.4948,4.0931034,Brandenburg,2024,2
344,5.1883785e-06,275.41895,3.9965518,Brandenburg,2024,2
345,5.30811e-06,275.35,3.462069,Brandenburg,2024,2
346,5.5475734e-06,275.24655,3.4482758,Brandenburg,2024,2
347,5.1484676e-06,275.20862,3.510345,Brandenburg,2024,2
348,4.62963e-06,275.28104,4.010345,Brandenburg,2024,2
349,4.150703e-06,275.3776,3.7517242,Brandenburg,2024,2
350,4.2305237e-06,275.38794,3.4344828,Brandenburg,2024,2
351,4.110792e-06,275.2431,3.4172416,Brandenburg,2024,2
352,3.7515963e-06,274.9086,3.7344828,Brandenburg,2024,2
353,3.5121327e-06,274.95688,4.1137934,Brandenburg,2024,2
354,4.8690936e-06,274.96378,3.9275863,Brandenburg,2024,2
355,5.4677525e-06,275.15344,3.937931,Brandenburg,2024,2
356,4.909004e-06,275.9362,3.475862,Brandenburg,2024,2
357,5.0287354e-06,275.79138,3.4931035,Brandenburg,2024,2
358,5.1085567e-06,275.6362,3.8896554,Brandenburg,2024,2
359,5.6673052e-06,275.3431,4.0172415,Brandenburg,2024,2
360,5.98659e-06,275.22586,3.7586207,Brandenburg,2024,2
361,5.6673052e-06,275.30173,3.5758622,Brandenburg,2024,2
362,5.4677525e-06,275.15,3.6896553,Brandenburg,2024,2
363,5.4278416e-06,275.16034,3.4413793,Brandenburg,2024,2
364,5.507663e-06,275.1638,3.5,Brandenburg,2024,2
365,5.787037e-06,275.23276,3.4068966,Brandenburg,2024,2
366,5.507663e-06,275.19827,3.5586207,Brandenburg,2024,2
367,4.909004e-06,274.8707,3.9931035,Brandenburg,2024,2
368,4.4699873e-06,274.7431,4.1310344,Brandenburg,2024,2
369,3.7515965e-06,274.68793,4.1,Brandenburg,2024,2
370,4.390166e-06,274.7638,4.0551724,Brandenburg,2024,2
371,5.1484676e-06,274.85,3.9724138,Brandenburg,2024,2
372,5.2681994e-06,275.83276,3.3724139,Brandenburg,2024,2
373,5.507663e-06,275.7638,3.7586207,Brandenburg,2024,2
374,4.9489145e-06,275.6086,3.7344828,Brandenburg,2024,2
375,5.3480207e-06,275.3983,3.9517243,Brandenburg,2024,2
376,5.627395e-06,275.15344,4.0,Brandenburg,2024,2
377,5.627395e-06,275.2431,3.8241382,Brandenburg,2024,2
378,5.0686463e-06,275.1638,3.5827587,Brandenburg,2024,2
379,4.8690936e-06,274.7638,3.5413795,Brandenburg,2024,2
380,4.4699873e-06,274.52585,4.1310344,Brandenburg,2024,2
381,3.711686e-06,274.4948,4.144828,Brandenburg,2024,2
382,2.793742e-06,274.29828,4.2724137,Brandenburg,2024,2
383,5.1085567e-06,274.6086,4.2000003,Brandenburg,2024,2
384,5.387931e-06,275.3638,3.724138,Brandenburg,2024,2
385,5.30811e-06,275.1017,3.8448277,Brandenburg,2024,2
386,4.4699873e-06,274.30173,4.3551726,Brandenburg,2024,2
387,3.6318647e-06,274.35345,4.186207,Brandenburg,2024,2
388,3.192848e-06,274.32242,4.2,Brandenburg,2024,2
389,4.1906133e-06,274.41553,4.172414,Brandenburg,2024,2
390,6.2724016e-06,282.7016,4.5096774,Brandenburg,2024,3
391,5.3763442e-06,282.71774,4.319355,Brandenburg,2024,3
392,5.787037e-06,282.64676,4.1419353,Brandenburg,2024,3
393,6.2724016e-06,282.78226,4.112903,Brandenburg,2024,3
394,6.72043e-06,282.75644,4.132258,Brandenburg,2024,3
395,7.616488e-06,282.65,4.164516,Brandenburg,2024,3
396,7.019116e-06,282.67258,4.180645,Brandenburg,2024,3
397,7.3551373e-06,282.69516,4.0096774,Brandenburg,2024,3
398,6.5337513e-06,282.7016,4.083871,Brandenburg,2024,3
399,6.8324375e-06,282.55646,4.0225806,Brandenburg,2024,3
400,7.3178016e-06,282.5145,4.0774193,Brandenburg,2024,3
401,7.5791518e-06,282.54675,4.174194,Brandenburg,2024,3
402,6.72043e-06,282.58224,4.0225806,Brandenburg,2024,3
403,5.7123657e-06,282.65643,3.7290323,Brandenburg,2024,3
404,5.1896654e-06,282.6661,3.8483872,Brandenburg,2024,3
405,6.5337517e-06,282.67902,3.7612903,Brandenburg,2024,3
406,7.1311233e-06,282.62097,3.6064517,Brandenburg,2024,3
407,6.907109e-06,282.65,4.035484,Brandenburg,2024,3
408,9.52061e-06,282.47903,4.148387,Brandenburg,2024,3
409,8.512545e-06,282.40485,4.1645164,Brandenburg,2024,3
410,6.0110515e-06,282.5145,3.8612905,Brandenburg,2024,3
411,6.048387e-06,282.63065,3.8903227,Brandenburg,2024,3
412,5.41368e-06,282.7629,3.6903226,Brandenburg,2024,3
413,4.8909797e-06,282.82095,3.835484,Brandenburg,2024,3
414,4.36828e-06,282.79837,3.8,Brandenburg,2024,3
415,4.6296295e-06,282.75323,3.6709678,Brandenburg,2024,3
416,7.1684585e-06,282.57257,4.2000003,Brandenburg,2024,3
417,7.989845e-06,282.43387,4.0419354,Brandenburg,2024,3
418,6.4217443e-06,282.3145,4.080645,Brandenburg,2024,3
