,Year,Month,station_id,pr,sfcWind,tasmax,nFires
0,1995,1,00164,42.5,3.46,285.34999999999997,0.0
1,1995,1,00427,43.5,3.34,285.75,0.0
2,1995,1,00650,71.3,2.42,285.65,0.0
3,1995,1,00880,47.1,2.74,286.15,0.0
4,1995,1,01001,52.0,3.39,285.75,0.0
5,1995,1,01552,49.9,,,0.0
6,1995,1,02856,49.1,3.57,285.75,0.0
7,1995,1,02951,62.9,2.12,285.34999999999997,0.0
8,1995,1,03015,44.8,3.15,285.65,0.0
9,1995,1,03083,47.4,3.2,285.95,0.0
10,1995,1,03158,29.5,3.19,285.84999999999997,0.0
11,1995,1,03376,53.7,2.02,286.04999999999995,0.0
12,1995,1,03552,67.2,2.69,284.75,0.0
13,1995,1,03987,59.4,3.41,285.65,0.0
14,1995,1,03988,65.6,3.51,285.84999999999997,0.0
15,1995,1,05463,46.4,2.73,285.84999999999997,0.0
16,1995,1,05546,,3.35,284.15,0.0
17,1995,1,05643,76.3,2.24,284.34999999999997,0.0
18,1995,1,05745,63.5,3.38,284.65,0.0
19,1995,1,05825,59.0,3.3,285.65,0.0
20,1995,1,07244,54.5,1.79,283.75,0.0
21,1996,1,00164,0.2,2.54,275.15,1.0
22,1996,1,00427,0.7,2.71,277.45,1.0
23,1996,1,00650,1.0,1.95,277.65,1.0
24,1996,1,00880,2.8,2.21,280.65,1.0
25,1996,1,01001,1.4,2.73,281.15,1.0
26,1996,1,01552,0.7,1.74,276.34999999999997,1.0
27,1996,1,02856,7.1,3.25,279.04999999999995,1.0
28,1996,1,02951,1.5,2.15,277.34999999999997,1.0
29,1996,1,03015,0.7,2.34,277.95,1.0
30,1996,1,03083,7.3,2.6,278.84999999999997,1.0
31,1996,1,03158,0.4,2.69,275.65,1.0
32,1996,1,03376,1.7,1.74,275.65,1.0
33,1996,1,03552,0.0,2.71,276.34999999999997,1.0
34,1996,1,03987,0.3,2.95,276.84999999999997,1.0
35,1996,1,03988,0.5,2.95,276.84999999999997,1.0
36,1996,1,05463,1.3,2.0,275.84999999999997,1.0
37,1996,1,05546,,,,1.0
38,1996,1,05643,0.0,1.69,277.15,1.0
39,1996,1,05745,1.7,2.91,276.75,1.0
40,1996,1,05825,0.8,2.31,277.15,1.0
41,1996,1,07244,0.1,0.9,276.65,1.0
42,1997,1,00164,3.1,2.04,279.84999999999997,0.0
43,1997,1,00427,4.4,2.35,281.25,0.0
44,1997,1,00650,8.8,1.64,282.84999999999997,0.0
45,1997,1,00880,6.9,1.91,281.04999999999995,0.0
46,1997,1,01001,5.5,2.56,279.65,0.0
47,1997,1,02627,9.9,1.69,278.45,0.0
48,1997,1,02856,8.7,2.15,280.75,0.0
49,1997,1,02951,4.5,1.24,282.34999999999997,0.0
50,1997,1,03015,6.1,2.2,281.15,0.0
51,1997,1,03083,11.8,1.43,280.34999999999997,0.0
52,1997,1,03158,3.8,2.23,279.04999999999995,0.0
53,1997,1,03376,4.3,1.09,281.25,0.0
54,1997,1,03552,4.0,1.91,281.34999999999997,0.0
55,1997,1,03987,6.1,2.61,282.04999999999995,0.0
56,1997,1,03988,7.6,2.56,282.34999999999997,0.0
57,1997,1,05463,7.0,1.66,280.95,0.0
58,1997,1,05546,,2.79,281.15,0.0
59,1997,1,05643,4.1,1.67,281.54999999999995,0.0
60,1997,1,05745,6.5,1.59,280.15,0.0
61,1997,1,05825,4.8,2.11,282.34999999999997,0.0
62,1997,1,07244,4.3,1.0,280.54999999999995,0.0
63,1998,1,00164,57.4,2.91,285.65,0.0
64,1998,1,00303,54.6,2.63,286.15,0.0
65,1998,1,00427,52.6,2.93,285.95,0.0
66,1998,1,00650,51.5,2.01,287.15,0.0
67,1998,1,00880,47.5,2.58,286.54999999999995,0.0
68,1998,1,01001,47.5,3.05,285.34999999999997,0.0
69,1998,1,01869,,3.4,284.65,0.0
70,1998,1,02627,46.7,2.53,285.65,0.0
71,1998,1,02794,,2.91,285.54999999999995,0.0
72,1998,1,02856,51.3,3.26,286.15,0.0
73,1998,1,02951,63.1,2.45,286.15,0.0
74,1998,1,03015,50.1,2.72,285.25,0.0
75,1998,1,03083,49.8,2.19,286.15,0.0
76,1998,1,03158,50.5,2.82,285.04999999999995,0.0
77,1998,1,03376,64.0,1.87,285.65,0.0
78,1998,1,03552,62.0,2.45,285.04999999999995,0.0
79,1998,1,03987,46.7,3.11,286.84999999999997,0.0
80,1998,1,03988,49.8,3.08,286.15,0.0
81,1998,1,05463,48.8,2.47,285.45,0.0
82,1998,1,05546,,,285.45,0.0
83,1998,1,05643,82.6,2.77,285.15,0.0
84,1998,1,05745,71.6,2.42,285.54999999999995,0.0
85,1998,1,05825,40.7,2.89,286.45,0.0
86,1998,1,06086,72.5,2.32,286.54999999999995,0.0
87,1998,1,07244,89.0,1.72,285.34999999999997,0.0
88,1999,1,00164,26.1,3.09,286.65,0.0
89,1999,1,00303,23.1,,,0.0
90,1999,1,00427,27.7,2.89,286.75,0.0
91,1999,1,00650,34.8,1.93,287.95,0.0
92,1999,1,00880,25.9,2.5,288.34999999999997,0.0
93,1999,1,01001,34.6,3.04,289.04999999999995,0.0
94,1999,1,01869,,3.51,284.95,0.0
95,1999,1,02627,38.2,2.28,287.75,0.0
96,1999,1,02794,,2.87,285.95,0.0
97,1999,1,02856,26.7,2.78,287.65,0.0
98,1999,1,02951,46.6,2.21,288.15,0.0
99,1999,1,03015,37.2,2.72,286.95,0.0
100,1999,1,03083,29.9,2.19,287.75,0.0
101,1999,1,03158,38.1,2.92,286.25,0.0
102,1999,1,03376,28.5,1.65,286.75,0.0
103,1999,1,03552,35.8,2.62,286.45,0.0
104,1999,1,03987,34.2,3.13,286.84999999999997,0.0
105,1999,1,03988,41.0,3.1,286.84999999999997,0.0
106,1999,1,05546,,3.17,285.75,0.0
107,1999,1,05643,45.8,2.74,285.75,0.0
108,1999,1,05745,35.6,1.99,285.95,0.0
109,1999,1,05825,25.8,2.82,287.34999999999997,0.0
110,1999,1,06086,36.9,2.4,286.34999999999997,0.0
111,1999,1,07244,41.5,1.78,285.25,0.0
112,2000,1,00164,37.5,3.43,282.84999999999997,0.0
113,2000,1,00303,44.4,2.98,284.25,0.0
114,2000,1,00427,39.5,3.33,283.95,0.0
115,2000,1,00650,48.1,2.35,284.65,0.0
116,2000,1,00880,52.3,2.76,284.15,0.0
117,2000,1,01001,53.6,3.39,283.95,0.0
118,2000,1,01869,,,,0.0
119,2000,1,02627,60.0,2.97,283.54999999999995,0.0
120,2000,1,02794,,3.19,283.25,0.0
121,2000,1,02856,39.7,2.93,283.84999999999997,0.0
122,2000,1,02951,44.3,2.48,283.45,0.0
123,2000,1,03015,50.8,3.13,283.45,0.0
124,2000,1,03083,46.7,3.02,284.34999999999997,0.0
125,2000,1,03158,31.7,3.19,284.15,0.0
126,2000,1,03376,49.7,2.2,283.54999999999995,0.0
127,2000,1,03552,45.4,2.88,283.45,0.0
128,2000,1,03987,40.3,3.44,284.34999999999997,0.0
129,2000,1,03988,47.2,3.37,284.15,0.0
130,2000,1,05546,,3.42,282.65,0.0
131,2000,1,05643,39.9,2.64,282.95,0.0
132,2000,1,05745,48.9,2.16,282.54999999999995,0.0
133,2000,1,05825,31.4,2.99,283.15,0.0
134,2000,1,06086,48.6,2.89,284.75,0.0
135,2000,1,07244,50.6,2.08,282.04999999999995,0.0
136,2001,1,00164,23.9,2.53,282.84999999999997,1.0
137,2001,1,00303,29.0,2.35,,1.0
138,2001,1,00427,29.6,2.49,283.25,1.0
139,2001,1,00650,42.7,1.88,283.25,1.0
140,2001,1,00879,,2.38,,1.0
141,2001,1,00880,26.1,2.21,286.04999999999995,1.0
142,2001,1,01001,31.9,2.72,285.45,1.0
143,2001,1,01869,17.1,3.08,282.34999999999997,1.0
144,2001,1,02627,26.4,1.91,285.15,1.0
145,2001,1,02794,33.9,2.6,282.34999999999997,1.0
146,2001,1,02856,35.7,2.53,284.54999999999995,1.0
147,2001,1,02951,32.4,2.22,282.65,1.0
148,2001,1,03015,32.1,2.41,283.34999999999997,1.0
149,2001,1,03083,32.3,1.84,285.45,1.0
150,2001,1,03158,21.3,2.53,283.54999999999995,1.0
151,2001,1,03376,31.0,1.66,282.54999999999995,1.0
152,2001,1,03552,32.0,2.44,282.45,1.0
153,2001,1,03987,28.9,2.81,282.54999999999995,1.0
154,2001,1,03988,33.3,2.86,282.54999999999995,1.0
155,2001,1,05546,41.6,2.6,282.25,1.0
156,2001,1,05643,23.1,2.16,281.75,1.0
157,2001,1,05745,33.0,1.73,282.25,1.0
158,2001,1,05825,33.4,2.23,282.95,1.0
159,2001,1,06170,28.6,1.81,284.95,1.0
160,2001,1,07244,33.1,1.55,281.95,1.0
161,2002,1,00164,48.9,3.35,286.84999999999997,0.0
162,2002,1,00303,28.4,3.06,288.25,0.0
163,2002,1,00427,30.0,3.23,287.54999999999995,0.0
164,2002,1,00880,30.2,2.65,288.34999999999997,0.0
165,2002,1,01001,36.3,3.16,287.75,0.0
166,2002,1,01869,38.0,3.58,285.65,0.0
167,2002,1,02315,,,,0.0
168,2002,1,02627,38.8,2.55,287.54999999999995,0.0
169,2002,1,02794,44.5,3.19,286.95,0.0
170,2002,1,02856,31.1,2.91,287.54999999999995,0.0
171,2002,1,02951,50.7,2.81,287.65,0.0
172,2002,1,03015,35.0,3.1,287.45,0.0
173,2002,1,03083,25.1,2.27,288.45,0.0
174,2002,1,03158,27.4,3.13,287.65,0.0
175,2002,1,03376,40.9,2.62,287.65,0.0
176,2002,1,03552,44.2,2.65,287.15,0.0
177,2002,1,03987,25.9,3.39,287.54999999999995,0.0
178,2002,1,03988,29.7,3.16,287.34999999999997,0.0
179,2002,1,05546,36.4,,286.15,0.0
180,2002,1,05643,50.5,2.79,286.34999999999997,0.0
181,2002,1,05745,49.2,2.22,286.65,0.0
182,2002,1,05825,33.2,2.76,287.84999999999997,0.0
183,2002,1,06170,41.4,2.32,288.15,0.0
184,2002,1,07244,53.2,1.9,286.34999999999997,0.0
185,2003,1,00164,23.8,2.84,282.34999999999997,0.0
186,2003,1,00303,43.8,2.68,283.04999999999995,0.0
187,2003,1,00427,57.8,2.74,282.84999999999997,0.0
188,2003,1,00880,43.6,2.35,282.54999999999995,0.0
189,2003,1,01001,56.6,2.94,282.45,0.0
190,2003,1,01869,27.6,3.03,282.65,0.0
191,2003,1,02315,,2.71,,0.0
192,2003,1,02627,54.3,2.35,282.04999999999995,0.0
193,2003,1,02794,45.8,2.74,282.75,0.0
194,2003,1,02856,43.1,2.71,282.65,0.0
195,2003,1,02951,50.6,2.82,282.75,0.0
196,2003,1,03015,49.4,2.52,282.34999999999997,0.0
197,2003,1,03083,51.8,2.2,282.65,0.0
198,2003,1,03158,37.4,2.81,282.45,0.0
199,2003,1,03376,54.3,2.62,282.34999999999997,0.0
200,2003,1,03552,43.9,2.35,282.45,0.0
201,2003,1,03987,68.5,2.87,282.45,0.0
202,2003,1,03988,70.8,2.69,282.65,0.0
203,2003,1,05546,61.5,2.84,281.95,0.0
204,2003,1,05643,41.5,2.32,282.65,0.0
205,2003,1,05745,45.8,2.09,282.34999999999997,0.0
206,2003,1,05825,36.7,2.62,282.65,0.0
207,2003,1,06170,48.4,2.43,282.84999999999997,0.0
208,2003,1,07244,40.6,1.65,281.75,0.0
209,2004,1,00164,49.0,2.71,280.15,0.0
210,2004,1,00303,42.1,2.52,280.84999999999997,0.0
211,2004,1,00427,49.0,2.65,281.04999999999995,0.0
212,2004,1,00880,51.8,2.23,280.75,0.0
213,2004,1,01001,72.1,2.84,280.95,0.0
214,2004,1,01869,29.4,3.03,279.75,0.0
215,2004,1,02315,,,,0.0
216,2004,1,02627,72.0,2.08,280.65,0.0
217,2004,1,02794,71.4,2.65,280.65,0.0
218,2004,1,02856,60.9,2.63,280.04999999999995,0.0
219,2004,1,02951,74.0,2.73,281.54999999999995,0.0
220,2004,1,03015,45.1,2.48,279.75,0.0
221,2004,1,03083,58.6,1.6,280.34999999999997,0.0
222,2004,1,03158,40.8,2.61,279.45,0.0
223,2004,1,03376,59.6,2.19,279.95,0.0
224,2004,1,03552,66.7,2.42,280.54999999999995,0.0
225,2004,1,03987,58.6,2.87,280.25,0.0
226,2004,1,03988,62.7,2.82,280.04999999999995,0.0
227,2004,1,05546,69.9,2.65,280.25,0.0
228,2004,1,05643,57.1,2.09,280.25,0.0
229,2004,1,05745,66.9,1.92,279.54999999999995,0.0
230,2004,1,05825,62.1,2.55,281.15,0.0
231,2004,1,06170,61.4,2.14,280.65,0.0
232,2004,1,07244,74.4,1.52,280.15,0.0
233,2005,1,00164,36.1,3.45,286.95,0.0
234,2005,1,00303,54.5,3.32,286.34999999999997,0.0
235,2005,1,00427,52.8,3.61,286.15,0.0
236,2005,1,00880,50.0,2.9,287.45,0.0
237,2005,1,01001,67.6,3.67,287.25,0.0
238,2005,1,01869,31.5,,285.95,0.0
239,2005,1,02315,,,,0.0
240,2005,1,02627,59.4,3.06,287.04999999999995,0.0
241,2005,1,02794,52.1,3.48,286.95,0.0
242,2005,1,02856,45.8,3.07,285.95,0.0
243,2005,1,02951,58.6,3.24,287.34999999999997,0.0
244,2005,1,03015,52.8,3.35,285.75,0.0
245,2005,1,03083,50.0,3.17,286.34999999999997,0.0
246,2005,1,03158,27.3,3.45,286.15,0.0
247,2005,1,03376,33.7,3.0,286.45,0.0
248,2005,1,03509,50.9,1.66,286.45,0.0
249,2005,1,03552,55.1,2.9,287.04999999999995,0.0
250,2005,1,03987,59.5,3.68,286.84999999999997,0.0
251,2005,1,03988,60.9,3.84,286.54999999999995,0.0
252,2005,1,05546,53.2,3.61,284.25,0.0
253,2005,1,05643,50.9,2.66,286.84999999999997,0.0
254,2005,1,05745,42.4,2.84,286.75,0.0
255,2005,1,05825,44.9,3.5,286.95,0.0
256,2005,1,06170,54.0,3.12,287.34999999999997,0.0
257,2005,1,06265,30.2,3.12,286.34999999999997,0.0
258,2006,1,00164,10.3,2.26,275.75,0.0
259,2006,1,00303,16.4,2.16,277.34999999999997,0.0
260,2006,1,00427,19.0,2.23,276.54999999999995,0.0
261,2006,1,00880,18.9,2.13,277.65,0.0
262,2006,1,01001,23.3,2.1,277.25,0.0
263,2006,1,01869,11.4,2.65,275.75,0.0
264,2006,1,02315,,2.32,,0.0
265,2006,1,02627,21.7,2.0,276.84999999999997,0.0
266,2006,1,02794,16.9,2.32,277.45,0.0
267,2006,1,02856,17.7,2.39,276.84999999999997,0.0
268,2006,1,02951,18.3,2.84,278.04999999999995,0.0
269,2006,1,03015,19.3,2.35,275.95,0.0
270,2006,1,03083,18.5,1.52,276.84999999999997,0.0
271,2006,1,03158,12.9,2.45,275.95,0.0
272,2006,1,03376,12.8,2.1,276.34999999999997,0.0
273,2006,1,03509,16.0,0.97,276.34999999999997,0.0
274,2006,1,03552,17.3,2.1,276.54999999999995,0.0
275,2006,1,03987,19.9,2.74,277.75,0.0
276,2006,1,03988,23.7,2.66,277.84999999999997,0.0
277,2006,1,05546,23.6,2.77,278.25,0.0
278,2006,1,05643,13.5,1.52,276.65,0.0
279,2006,1,05745,15.6,2.0,276.95,0.0
280,2006,1,05825,13.2,2.06,277.45,0.0
281,2006,1,06170,20.2,2.03,276.45,0.0
282,2006,1,06265,15.9,2.81,278.15,0.0
283,2007,1,00164,68.0,4.16,286.75,1.0
284,2007,1,00303,63.0,4.03,288.34999999999997,1.0
285,2007,1,00427,87.7,4.26,286.75,1.0
286,2007,1,00880,65.4,3.52,288.45,1.0
287,2007,1,01001,,3.87,288.45,1.0
288,2007,1,01869,66.0,4.42,285.95,1.0
289,2007,1,02315,,3.77,,1.0
290,2007,1,02627,75.9,3.61,288.04999999999995,1.0
291,2007,1,02794,87.6,4.0,286.84999999999997,1.0
292,2007,1,02856,74.1,3.71,287.95,1.0
293,2007,1,02951,90.0,3.39,287.15,1.0
294,2007,1,03015,81.8,4.03,287.54999999999995,1.0
295,2007,1,03083,60.6,4.1,288.65,1.0
296,2007,1,03158,69.5,3.68,287.65,1.0
297,2007,1,03376,100.0,3.35,287.25,1.0
298,2007,1,03509,102.4,2.23,286.04999999999995,1.0
299,2007,1,03552,78.1,3.26,286.75,1.0
300,2007,1,03987,79.5,4.16,286.54999999999995,1.0
301,2007,1,03988,85.1,4.23,286.54999999999995,1.0
302,2007,1,05546,79.0,4.06,286.15,1.0
303,2007,1,05643,96.1,3.45,286.45,1.0
304,2007,1,05745,77.4,3.45,286.65,1.0
305,2007,1,05825,71.0,3.71,287.25,1.0
306,2007,1,06170,84.2,3.52,288.54999999999995,1.0
307,2007,1,06265,76.5,4.0,287.54999999999995,1.0
308,2007,1,07389,91.9,3.77,286.25,1.0
309,2008,1,00164,73.5,3.29,284.65,0.0
310,2008,1,00303,73.8,3.29,286.25,0.0
311,2008,1,00427,73.5,3.35,284.45,0.0
312,2008,1,00880,66.7,2.81,286.84999999999997,0.0
313,2008,1,01001,65.7,,287.34999999999997,0.0
314,2008,1,01869,56.0,3.71,284.34999999999997,0.0
315,2008,1,02315,,2.87,,0.0
316,2008,1,02627,68.9,2.81,286.95,0.0
317,2008,1,02794,105.7,3.23,284.75,0.0
318,2008,1,02856,75.3,3.16,286.25,0.0
319,2008,1,02951,92.3,3.1,284.95,0.0
320,2008,1,03015,63.4,3.26,285.04999999999995,0.0
321,2008,1,03083,67.4,2.45,286.54999999999995,0.0
322,2008,1,03158,79.6,2.9,285.15,0.0
323,2008,1,03376,94.0,2.9,284.75,0.0
324,2008,1,03509,91.1,2.03,284.45,0.0
325,2008,1,03552,95.0,2.97,284.54999999999995,0.0
326,2008,1,03987,77.8,3.45,284.15,0.0
327,2008,1,03988,81.3,3.49,284.15,0.0
328,2008,1,05546,102.3,3.42,284.15,0.0
329,2008,1,05643,83.4,2.74,284.65,0.0
330,2008,1,05745,88.4,2.56,284.65,0.0
331,2008,1,05825,101.2,2.71,284.84999999999997,0.0
332,2008,1,06170,47.7,2.74,285.45,0.0
333,2008,1,06265,74.5,3.45,285.84999999999997,0.0
334,2008,1,07389,100.9,2.68,284.34999999999997,0.0
335,2009,1,00164,14.2,2.35,277.25,1.0
336,2009,1,00303,20.6,2.0,279.34999999999997,1.0
337,2009,1,00427,18.4,2.23,278.34999999999997,1.0
338,2009,1,00880,23.8,2.23,280.25,1.0
339,2009,1,01001,17.7,2.26,279.95,1.0
340,2009,1,01869,7.8,2.68,276.95,1.0
341,2009,1,02315,,2.06,,1.0
342,2009,1,02627,22.6,1.81,279.34999999999997,1.0
343,2009,1,02794,17.7,2.39,277.84999999999997,1.0
344,2009,1,02856,22.6,2.19,279.15,1.0
345,2009,1,02951,32.5,2.52,279.15,1.0
346,2009,1,03015,23.3,2.39,277.95,1.0
347,2009,1,03083,17.5,1.16,280.25,1.0
348,2009,1,03158,15.9,1.84,278.45,1.0
349,2009,1,03376,14.1,2.0,278.04999999999995,1.0
350,2009,1,03509,13.2,1.0,277.45,1.0
351,2009,1,03552,15.9,1.94,278.34999999999997,1.0
352,2009,1,03987,21.0,2.52,279.84999999999997,1.0
353,2009,1,03988,24.4,2.43,279.34999999999997,1.0
354,2009,1,05546,25.7,2.74,279.04999999999995,1.0
355,2009,1,05643,13.8,1.48,278.04999999999995,1.0
356,2009,1,05745,14.5,1.58,277.95,1.0
357,2009,1,05825,13.4,1.56,278.45,1.0
358,2009,1,06170,28.4,2.06,278.45,1.0
359,2009,1,06265,20.3,2.48,280.75,1.0
360,2009,1,07389,12.7,1.94,278.15,1.0
361,2010,1,00164,24.2,2.68,274.54999999999995,0.0
362,2010,1,00303,29.8,2.35,275.65,0.0
363,2010,1,00427,21.1,2.74,275.34999999999997,0.0
364,2010,1,00880,34.8,2.42,275.54999999999995,0.0
365,2010,1,01001,35.8,2.29,275.54999999999995,0.0
366,2010,1,01869,18.6,2.94,274.25,0.0
367,2010,1,02315,,2.55,,0.0
368,2010,1,02627,36.4,1.9,275.45,0.0
369,2010,1,02794,24.9,2.9,275.45,0.0
370,2010,1,02856,33.8,2.39,275.84999999999997,0.0
371,2010,1,02951,38.7,2.68,275.95,0.0
372,2010,1,03015,30.3,2.48,274.95,0.0
373,2010,1,03083,38.1,1.74,275.45,0.0
374,2010,1,03158,20.3,2.52,275.45,0.0
375,2010,1,03376,20.0,,275.34999999999997,0.0
376,2010,1,03509,26.6,2.0,274.54999999999995,0.0
377,2010,1,03552,28.8,2.52,275.45,0.0
378,2010,1,03987,39.3,2.71,275.54999999999995,0.0
379,2010,1,03988,43.4,2.8,275.54999999999995,0.0
380,2010,1,05546,27.5,2.97,275.04999999999995,0.0
381,2010,1,05643,32.6,2.03,275.15,0.0
382,2010,1,05745,22.0,2.06,274.75,0.0
383,2010,1,05825,12.3,2.1,275.45,0.0
384,2010,1,06170,23.6,2.42,275.65,0.0
385,2010,1,06265,22.7,2.65,275.95,0.0
386,2010,1,07389,26.3,2.39,274.65,0.0
387,2011,1,00164,20.8,2.48,283.15,0.0
388,2011,1,00303,44.1,2.45,284.25,0.0
389,2011,1,00427,31.1,2.48,283.75,0.0
390,2011,1,00880,35.9,2.13,284.04999999999995,0.0
391,2011,1,01001,40.6,2.32,284.95,0.0
392,2011,1,01869,20.2,2.81,281.75,0.0
393,2011,1,02315,,2.32,,0.0
394,2011,1,02627,41.6,1.71,284.34999999999997,0.0
395,2011,1,02794,45.7,2.48,283.65,0.0
396,2011,1,02856,46.6,2.45,284.04999999999995,0.0
397,2011,1,02951,39.0,2.32,284.04999999999995,0.0
398,2011,1,03015,32.8,2.39,283.65,0.0
399,2011,1,03083,35.1,2.13,284.34999999999997,0.0
400,2011,1,03158,19.7,,282.95,0.0
401,2011,1,03376,25.0,2.45,283.45,0.0
402,2011,1,03509,37.1,1.74,282.84999999999997,0.0
403,2011,1,03552,37.1,2.03,283.15,0.0
404,2011,1,03987,36.4,2.9,283.15,0.0
405,2011,1,03988,39.0,2.77,283.34999999999997,0.0
406,2011,1,05546,50.1,2.68,283.34999999999997,0.0
407,2011,1,05643,38.3,2.03,283.15,0.0
408,2011,1,05745,31.6,1.81,282.95,0.0
409,2011,1,05825,32.8,2.1,284.25,0.0
410,2011,1,06170,34.2,2.23,283.65,0.0
411,2011,1,06265,34.7,2.52,284.54999999999995,0.0
412,2011,1,07389,30.6,2.19,283.34999999999997,0.0
413,2012,1,00164,74.9,3.39,285.15,1.0
414,2012,1,00303,75.5,3.16,286.15,1.0
415,2012,1,00427,53.6,3.52,285.65,1.0
416,2012,1,00880,77.9,2.68,284.95,1.0
417,2012,1,01001,74.4,3.1,285.54999999999995,1.0
418,2012,1,01869,40.2,3.45,284.65,1.0
419,2012,1,02315,,3.0,,1.0
420,2012,1,02627,79.7,,286.04999999999995,1.0
421,2012,1,02794,71.8,3.23,285.25,1.0
422,2012,1,02856,74.9,2.97,285.04999999999995,1.0
423,2012,1,02951,79.8,,286.54999999999995,1.0
424,2012,1,03015,67.0,3.19,285.34999999999997,1.0
425,2012,1,03083,76.5,,285.04999999999995,1.0
426,2012,1,03158,46.6,2.94,285.25,1.0
427,2012,1,03376,60.2,2.87,285.84999999999997,1.0
428,2012,1,03509,85.8,,284.75,1.0
429,2012,1,03552,70.7,2.87,285.54999999999995,1.0
430,2012,1,03987,57.3,3.58,285.45,1.0
431,2012,1,03988,,3.67,284.95,1.0
432,2012,1,05546,100.9,3.52,284.95,1.0
433,2012,1,05643,81.6,,285.45,1.0
434,2012,1,05745,74.1,,285.04999999999995,1.0
435,2012,1,05825,51.4,,286.04999999999995,1.0
436,2012,1,06170,67.1,,284.95,1.0
437,2012,1,06265,76.1,,286.45,1.0
438,2012,1,07389,80.3,,285.15,1.0
439,2013,1,00164,46.4,2.71,285.04999999999995,0.0
440,2013,1,00303,59.8,,286.45,0.0
441,2013,1,00427,50.2,2.84,285.34999999999997,0.0
442,2013,1,00880,53.1,2.23,286.04999999999995,0.0
443,2013,1,01001,63.2,2.58,286.04999999999995,0.0
444,2013,1,01869,43.5,3.0,284.65,0.0
445,2013,1,02315,,2.55,,0.0
446,2013,1,02627,72.5,,285.84999999999997,0.0
447,2013,1,02794,66.4,2.81,284.65,0.0
448,2013,1,02856,61.1,2.52,285.65,0.0
449,2013,1,02951,66.6,,284.04999999999995,0.0
450,2013,1,03015,56.6,2.65,285.34999999999997,0.0
451,2013,1,03083,51.6,,285.95,0.0
452,2013,1,03158,44.7,2.39,285.34999999999997,0.0
453,2013,1,03376,39.5,2.35,285.34999999999997,0.0
454,2013,1,03509,65.4,,283.54999999999995,0.0
455,2013,1,03552,73.3,2.19,284.25,0.0
456,2013,1,03987,75.9,2.94,285.15,0.0
457,2013,1,03988,80.2,3.0,285.04999999999995,0.0
458,2013,1,05546,59.5,3.03,284.45,0.0
459,2013,1,05643,69.9,,284.95,0.0
460,2013,1,05745,55.5,,284.65,0.0
461,2013,1,05825,60.4,2.61,285.34999999999997,0.0
462,2013,1,06170,53.3,,285.54999999999995,0.0
463,2013,1,06265,53.9,,285.95,0.0
464,2013,1,07389,62.4,,284.54999999999995,0.0
465,2014,1,00164,29.2,3.06,285.04999999999995,0.0
466,2014,1,00303,29.1,2.58,285.65,0.0
467,2014,1,00427,26.8,3.16,285.15,0.0
468,2014,1,00880,35.3,2.32,286.54999999999995,0.0
469,2014,1,01001,40.0,2.55,285.95,0.0
470,2014,1,01869,30.2,,284.25,0.0
471,2014,1,02315,,2.65,,0.0
472,2014,1,02627,32.3,,286.54999999999995,0.0
473,2014,1,02794,38.6,3.1,284.75,0.0
474,2014,1,02856,32.5,2.68,285.25,0.0
475,2014,1,02951,28.8,,285.45,0.0
476,2014,1,03015,27.7,2.84,285.15,0.0
477,2014,1,03083,35.0,,285.75,0.0
478,2014,1,03158,24.1,2.81,284.95,0.0
479,2014,1,03376,28.0,2.65,285.25,0.0
480,2014,1,03509,37.8,,283.95,0.0
481,2014,1,03552,37.8,2.74,284.54999999999995,0.0
482,2014,1,03987,32.2,3.26,285.15,0.0
483,2014,1,03988,34.6,3.34,285.04999999999995,0.0
484,2014,1,05546,33.9,3.13,284.34999999999997,0.0
485,2014,1,05643,31.8,,284.75,0.0
486,2014,1,05745,36.4,,284.65,0.0
487,2014,1,05825,30.0,2.77,285.45,0.0
488,2014,1,06170,34.1,,285.25,0.0
489,2014,1,06265,30.0,,285.54999999999995,0.0
490,2014,1,07389,28.1,2.77,284.65,0.0
491,2015,1,00164,53.6,3.26,285.54999999999995,0.0
492,2015,1,00303,63.9,3.29,286.65,0.0
493,2015,1,00427,72.7,3.52,286.15,0.0
494,2015,1,00880,62.1,2.74,287.65,0.0
495,2015,1,01001,69.6,2.9,287.75,0.0
496,2015,1,01869,47.2,3.55,285.34999999999997,0.0
497,2015,1,02315,,3.19,,0.0
498,2015,1,02627,62.3,,287.95,0.0
499,2015,1,02794,91.2,3.23,286.04999999999995,0.0
500,2015,1,02856,73.4,3.06,286.75,0.0
501,2015,1,02951,65.3,,286.04999999999995,0.0
502,2015,1,03015,74.1,3.13,286.15,0.0
503,2015,1,03083,56.4,,287.04999999999995,0.0
504,2015,1,03158,50.4,3.1,286.54999999999995,0.0
505,2015,1,03376,64.5,2.84,285.95,0.0
506,2015,1,03509,81.3,,285.25,0.0
507,2015,1,03552,78.6,2.58,285.65,0.0
508,2015,1,03987,70.7,3.55,285.84999999999997,0.0
509,2015,1,03988,74.2,3.57,285.84999999999997,0.0
510,2015,1,05546,68.4,3.32,285.54999999999995,0.0
511,2015,1,05643,78.0,,285.45,0.0
512,2015,1,05745,73.9,,285.65,0.0
513,2015,1,05825,56.1,3.1,286.34999999999997,0.0
514,2015,1,06170,68.6,,286.75,0.0
515,2015,1,06265,51.1,,286.15,0.0
516,2015,1,07389,76.3,3.1,285.84999999999997,0.0
517,2016,1,00164,27.9,2.84,284.54999999999995,0.0
