,Year,Month,station_id,pr,sfcWind,tasmax,nFires,area
21,1996,1,00164,0.2,3.384206477350931,275.15,1.0,0.0
22,1996,1,00427,0.7,3.729582460256912,277.45,1.0,0.0
23,1996,1,00650,1.0,2.2764504119352127,277.65,1.0,0.0
24,1996,1,00880,2.8,2.7465953974795774,280.65,1.0,0.0
25,1996,1,01001,1.4,3.770945432598037,281.15,1.0,0.0
26,1996,1,01552,0.7,1.9188019443142117,276.34999999999997,1.0,0.0
27,1996,1,02856,7.1,4.898141407717829,279.04999999999995,1.0,0.0
28,1996,1,02951,1.5,2.635505745393092,277.34999999999997,1.0,0.0
29,1996,1,03015,0.7,2.992471779981224,277.95,1.0,0.0
30,1996,1,03083,7.3,3.5048246883403458,278.84999999999997,1.0,0.0
31,1996,1,03158,0.4,3.688371838584607,275.65,1.0,0.0
32,1996,1,03376,1.7,1.9188019443142117,275.65,1.0,0.0
33,1996,1,03552,0.0,3.729582460256912,276.34999999999997,1.0,0.0
34,1996,1,03987,0.3,4.235837602883284,276.84999999999997,1.0,0.0
35,1996,1,03988,0.5,4.235837602883284,276.84999999999997,1.0,0.0
36,1996,1,05463,1.3,2.364565076287815,275.84999999999997,1.0,0.0
38,1996,1,05643,0.0,1.836692,277.15,1.0,0.0
39,1996,1,05745,1.7,4.149977679845519,276.75,1.0,0.0
40,1996,1,05825,0.8,2.935109089000952,277.15,1.0,0.0
41,1996,1,07244,0.1,0.7137893134532066,276.65,1.0,0.0
42,1997,1,00164,3.1,2.4358555398348236,279.84999999999997,0.0,0.0
43,1997,1,00427,4.4,3.0116747709538627,281.25,0.0,0.0
44,1997,1,00650,8.8,1.7557878908979865,282.84999999999997,0.0,0.0
45,1997,1,00880,6.9,2.2067662246862487,281.04999999999995,0.0,0.0
46,1997,1,01001,5.5,3.4242559999999997,279.65,0.0,0.0
47,1997,1,02627,9.9,1.836692,278.45,0.0,0.0
48,1997,1,02856,8.7,2.635505745393092,280.75,0.0,0.0
49,1997,1,02951,4.5,1.1543534498168226,282.34999999999997,0.0,0.0
50,1997,1,03015,6.1,2.727974451493269,281.15,0.0,0.0
51,1997,1,03083,11.8,1.4295861553162859,280.34999999999997,0.0,0.0
52,1997,1,03158,3.8,2.7839637242665356,279.04999999999995,0.0,0.0
53,1997,1,03376,4.3,0.951362490317965,281.25,0.0,0.0
54,1997,1,03552,4.0,2.2067662246862487,281.34999999999997,0.0,0.0
55,1997,1,03987,6.1,3.52506426077256,282.04999999999995,0.0,0.0
56,1997,1,03988,7.6,3.4242559999999997,282.34999999999997,0.0,0.0
57,1997,1,05463,7.0,1.7880036849000058,280.95,0.0,0.0
59,1997,1,05643,4.1,1.8041846526472838,281.54999999999995,0.0,0.0
60,1997,1,05745,6.5,1.6761078647819778,280.15,0.0,0.0
61,1997,1,05825,4.8,2.5622999044171233,282.34999999999997,0.0,0.0
62,1997,1,07244,4.3,0.836,280.54999999999995,0.0,0.0
63,1998,1,00164,57.4,4.149977679845519,285.65,0.0,0.0
64,1998,1,00303,54.6,3.5656597625841977,286.15,0.0,0.0
65,1998,1,00427,52.6,4.192834381688836,285.95,0.0,0.0
66,1998,1,00650,51.5,2.3823214637189496,287.15,0.0,0.0
67,1998,1,00880,47.5,3.4644622732470336,286.54999999999995,0.0,0.0
68,1998,1,01001,47.5,4.453034260142178,285.34999999999997,0.0,0.0
70,1998,1,02627,46.7,3.3642406896938866,285.65,0.0,0.0
72,1998,1,02856,51.3,4.920765595158541,286.15,0.0,0.0
73,1998,1,02951,63.1,3.2059401020605485,286.15,0.0,0.0
74,1998,1,03015,50.1,3.7502449376818046,285.25,0.0,0.0
75,1998,1,03083,49.8,2.709395777892923,286.15,0.0,0.0
76,1998,1,03158,50.5,3.9589492990095234,285.04999999999995,0.0,0.0
77,1998,1,03376,64.0,2.1378079473816167,285.65,0.0,0.0
78,1998,1,03552,62.0,3.2059401020605485,285.04999999999995,0.0,0.0
79,1998,1,03987,46.7,4.585079402254229,286.84999999999997,0.0,0.0
80,1998,1,03988,49.8,4.518896060361645,286.15,0.0,0.0
81,1998,1,05463,48.8,3.2452765179269396,285.45,0.0,0.0
83,1998,1,05643,82.6,3.854126199019435,285.15,0.0,0.0
84,1998,1,05745,71.6,3.1472361165390814,285.54999999999995,0.0,0.0
85,1998,1,05825,40.7,4.107268,286.45,0.0,0.0
86,1998,1,06086,72.5,2.954188850857033,286.54999999999995,0.0,0.0
87,1998,1,07244,89.0,1.8858144005728663,285.34999999999997,0.0,0.0
88,1999,1,00164,26.1,4.5409215247110355,286.65,0.0,0.0
90,1999,1,00427,27.7,4.107268,286.75,0.0,0.0
91,1999,1,00650,34.8,2.241518052809747,287.95,0.0,0.0
92,1999,1,00880,25.9,3.304580154875956,288.34999999999997,0.0,0.0
93,1999,1,01001,34.6,4.4311520524288035,289.04999999999995,0.0,0.0
95,1999,1,02627,38.2,2.878117684076174,287.75,0.0,0.0
97,1999,1,02856,26.7,3.8750157435798886,287.65,0.0,0.0
98,1999,1,02951,46.6,2.7465953974795774,288.15,0.0,0.0
99,1999,1,03015,37.2,3.7502449376818046,286.95,0.0,0.0
100,1999,1,03083,29.9,2.709395777892923,287.75,0.0,0.0
101,1999,1,03158,38.1,4.171387684553906,286.25,0.0,0.0
102,1999,1,03376,28.5,1.7718713819010676,286.75,0.0,0.0
103,1999,1,03552,35.8,3.5453426435660633,286.45,0.0,0.0
104,1999,1,03987,34.2,4.629379495797681,286.84999999999997,0.0,0.0
105,1999,1,03988,41.0,4.562982657867549,286.84999999999997,0.0,0.0
107,1999,1,05643,45.8,3.7916838753123923,285.75,0.0,0.0
108,1999,1,05745,35.6,2.346853024521135,285.95,0.0,0.0
109,1999,1,05825,25.8,3.9589492990095234,287.34999999999997,0.0,0.0
110,1999,1,06086,36.9,3.1083015143322243,286.34999999999997,0.0,0.0
111,1999,1,07244,41.5,1.9853463460545115,285.25,0.0,0.0
112,2000,1,00164,37.5,5.310647278616045,282.84999999999997,0.0,0.0
113,2000,1,00303,44.4,4.3006160714985935,284.25,0.0,0.0
114,2000,1,00427,39.5,5.080104285853983,283.95,0.0,0.0
115,2000,1,00650,48.1,3.0116747709538627,284.65,0.0,0.0
116,2000,1,00880,52.3,3.8332743272685295,284.15,0.0,0.0
117,2000,1,01001,53.6,5.218021025851084,283.95,0.0,0.0
119,2000,1,02627,60.0,4.2789868459026605,283.54999999999995,0.0,0.0
121,2000,1,02856,39.7,4.192834381688836,283.84999999999997,0.0,0.0
122,2000,1,02951,44.3,3.2650046090062412,283.45,0.0,0.0
123,2000,1,03015,50.8,4.629379495797681,283.45,0.0,0.0
124,2000,1,03083,46.7,4.387495579116633,284.34999999999997,0.0,0.0
125,2000,1,03158,31.7,4.763128543096858,284.15,0.0,0.0
126,2000,1,03376,49.7,2.727974451493269,283.54999999999995,0.0,0.0
127,2000,1,03552,45.4,4.085968451825344,283.45,0.0,0.0
128,2000,1,03987,40.3,5.333888602817273,284.34999999999997,0.0,0.0
129,2000,1,03988,47.2,5.171912023680217,284.15,0.0,0.0
131,2000,1,05643,39.9,3.5860155441135504,282.95,0.0,0.0
132,2000,1,05745,48.9,2.653914358756891,282.54999999999995,0.0,0.0
133,2000,1,05825,31.4,4.322281618254878,283.15,0.0,0.0
134,2000,1,06086,48.6,4.107268,284.75,0.0,0.0
135,2000,1,07244,50.6,2.5078484007515285,282.04999999999995,0.0,0.0
136,2001,1,00164,23.9,3.3642406896938866,282.84999999999997,1.0,0.0
138,2001,1,00427,29.6,3.2847725146658178,283.25,1.0,0.0
139,2001,1,00650,42.7,2.1549790444716623,283.25,1.0,0.0
141,2001,1,00880,26.1,2.7465953974795774,286.04999999999995,1.0,0.0
142,2001,1,01001,31.9,3.7502449376818046,285.45,1.0,0.0
143,2001,1,01869,17.1,4.518896060361645,282.34999999999997,1.0,0.0
144,2001,1,02627,26.4,2.2067662246862487,285.15,1.0,0.0
145,2001,1,02794,33.9,3.5048246883403458,282.34999999999997,1.0,0.0
146,2001,1,02856,35.7,3.3642406896938866,284.54999999999995,1.0,0.0
147,2001,1,02951,32.4,2.765258520104043,282.65,1.0,0.0
148,2001,1,03015,32.1,3.1277486211036845,283.34999999999997,1.0,0.0
149,2001,1,03083,32.3,2.0865702546485223,285.45,1.0,0.0
150,2001,1,03158,21.3,3.3642406896938866,283.54999999999995,1.0,0.0
151,2001,1,03376,31.0,1.7880036849000058,282.54999999999995,1.0,0.0
152,2001,1,03552,32.0,3.186331939780286,282.45,1.0,0.0
153,2001,1,03987,28.9,3.9379097377588534,282.54999999999995,1.0,0.0
154,2001,1,03988,33.3,4.043480258858203,282.54999999999995,1.0,0.0
155,2001,1,05546,41.6,3.5048246883403458,282.25,1.0,0.0
156,2001,1,05643,23.1,2.653914358756891,281.75,1.0,0.0
157,2001,1,05745,33.0,1.9022843374301328,282.25,1.0,0.0
158,2001,1,05825,33.4,2.7839637242665356,282.95,1.0,0.0
159,2001,1,06170,28.6,2.0357485763070056,284.95,1.0,0.0
160,2001,1,07244,33.1,1.61325798990738,281.95,1.0,0.0
161,2002,1,00164,48.9,5.125939641275539,286.84999999999997,0.0,0.0
162,2002,1,00303,28.4,4.474952369795236,288.25,0.0,0.0
163,2002,1,00427,30.0,4.852997425636243,287.54999999999995,0.0,0.0
164,2002,1,00880,30.2,3.606409914859929,288.34999999999997,0.0,0.0
165,2002,1,01001,36.3,4.696095296777527,287.75,0.0,0.0
166,2002,1,01869,38.0,5.662794706322312,285.65,0.0,0.0
168,2002,1,02627,38.8,3.4042116065250694,287.54999999999995,0.0,0.0
169,2002,1,02794,44.5,4.763128543096858,286.95,0.0,0.0
170,2002,1,02856,31.1,4.149977679845519,287.54999999999995,0.0,0.0
171,2002,1,02951,50.7,3.9379097377588534,287.65,0.0,0.0
172,2002,1,03015,35.0,4.562982657867549,287.45,0.0,0.0
173,2002,1,03083,25.1,2.8592034765591623,288.45,0.0,0.0
174,2002,1,03158,27.4,4.629379495797681,287.65,0.0,0.0
175,2002,1,03376,40.9,3.5453426435660633,287.65,0.0,0.0
176,2002,1,03552,44.2,3.606409914859929,287.15,0.0,0.0
177,2002,1,03987,25.9,5.218021025851084,287.54999999999995,0.0,0.0
178,2002,1,03988,29.7,4.696095296777527,287.34999999999997,0.0,0.0
180,2002,1,05643,50.5,3.8959428931317768,286.34999999999997,0.0,0.0
181,2002,1,05745,49.2,2.765258520104043,286.65,0.0,0.0
182,2002,1,05825,33.2,3.8332743272685295,287.84999999999997,0.0,0.0
183,2002,1,06170,41.4,2.954188850857033,288.15,0.0,0.0
184,2002,1,07244,53.2,2.189458303782011,286.34999999999997,0.0,0.0
185,2003,1,00164,23.8,4.001140367493247,282.34999999999997,0.0,0.0
186,2003,1,00303,43.8,3.667823835664958,283.04999999999995,0.0,0.0
187,2003,1,00427,57.8,3.7916838753123923,282.84999999999997,0.0,0.0
188,2003,1,00880,43.6,3.0116747709538627,282.54999999999995,0.0,0.0
189,2003,1,01001,56.6,4.214317708581544,282.45,0.0,0.0
190,2003,1,01869,27.6,4.409305805656032,282.65,0.0,0.0
192,2003,1,02627,54.3,3.0116747709538627,282.04999999999995,0.0,0.0
193,2003,1,02794,45.8,3.7916838753123923,282.75,0.0,0.0
194,2003,1,02856,43.1,3.729582460256912,282.65,0.0,0.0
195,2003,1,02951,50.6,3.9589492990095234,282.75,0.0,0.0
196,2003,1,03015,49.4,3.3443143212275968,282.34999999999997,0.0,0.0
197,2003,1,03083,51.8,2.727974451493269,282.65,0.0,0.0
198,2003,1,03158,37.4,3.9379097377588534,282.45,0.0,0.0
199,2003,1,03376,54.3,3.5453426435660633,282.34999999999997,0.0,0.0
200,2003,1,03552,43.9,3.0116747709538627,282.45,0.0,0.0
201,2003,1,03987,68.5,4.0647058500078455,282.45,0.0,0.0
202,2003,1,03988,70.8,3.688371838584607,282.65,0.0,0.0
203,2003,1,05546,61.5,4.001140367493247,281.95,0.0,0.0
204,2003,1,05643,41.5,2.954188850857033,282.65,0.0,0.0
205,2003,1,05745,45.8,2.5259555658768025,282.34999999999997,0.0,0.0
206,2003,1,05825,36.7,3.5453426435660633,282.65,0.0,0.0
207,2003,1,06170,48.4,3.1667639171040207,282.84999999999997,0.0,0.0
208,2003,1,07244,40.6,1.7718713819010676,281.75,0.0,0.0
209,2004,1,00164,49.0,3.729582460256912,280.15,0.0,0.0
210,2004,1,00303,42.1,3.3443143212275968,280.84999999999997,0.0,0.0
211,2004,1,00427,49.0,3.606409914859929,281.04999999999995,0.0,0.0
212,2004,1,00880,51.8,2.7839637242665356,280.75,0.0,0.0
213,2004,1,01001,72.1,4.001140367493247,280.95,0.0,0.0
214,2004,1,01869,29.4,4.409305805656032,279.75,0.0,0.0
216,2004,1,02627,72.0,2.5078484007515285,280.65,0.0,0.0
217,2004,1,02794,71.4,3.606409914859929,280.65,0.0,0.0
218,2004,1,02856,60.9,3.5656597625841977,280.04999999999995,0.0,0.0
219,2004,1,02951,74.0,3.770945432598037,281.54999999999995,0.0,0.0
220,2004,1,03015,45.1,3.2650046090062412,279.75,0.0,0.0
221,2004,1,03083,58.6,1.6919450392964899,280.34999999999997,0.0,0.0
222,2004,1,03158,40.8,3.52506426077256,279.45,0.0,0.0
223,2004,1,03376,59.6,2.709395777892923,279.95,0.0,0.0
224,2004,1,03552,66.7,3.1472361165390814,280.54999999999995,0.0,0.0
225,2004,1,03987,58.6,4.0647058500078455,280.25,0.0,0.0
226,2004,1,03988,62.7,3.9589492990095234,280.04999999999995,0.0,0.0
227,2004,1,05546,69.9,3.606409914859929,280.25,0.0,0.0
228,2004,1,05643,57.1,2.5259555658768025,280.25,0.0,0.0
229,2004,1,05745,66.9,2.224119513795965,279.54999999999995,0.0,0.0
230,2004,1,05825,62.1,3.4042116065250694,281.15,0.0,0.0
231,2004,1,06170,61.4,2.6171398931321956,280.65,0.0,0.0
232,2004,1,07244,74.4,1.5666488323705474,280.15,0.0,0.0
233,2005,1,00164,36.1,5.357163732610755,286.95,0.0,0.0
234,2005,1,00303,54.5,5.057238121517316,286.34999999999997,0.0,0.0
235,2005,1,00427,52.8,5.7341239999999996,286.15,0.0,0.0
236,2005,1,00880,50.0,4.128604430555196,287.45,0.0,0.0
237,2005,1,01001,67.6,5.8776723647416755,287.25,0.0,0.0
240,2005,1,02627,59.4,4.474952369795236,287.04999999999995,0.0,0.0
241,2005,1,02794,52.1,5.427191466314045,286.95,0.0,0.0
242,2005,1,02856,45.8,4.496906322676512,285.95,0.0,0.0
243,2005,1,02951,58.6,4.875552000000001,287.34999999999997,0.0,0.0
244,2005,1,03015,52.8,5.125939641275539,285.75,0.0,0.0
245,2005,1,03083,50.0,4.718404514838464,286.34999999999997,0.0,0.0
246,2005,1,03158,27.3,5.357163732610755,286.15,0.0,0.0
247,2005,1,03376,33.7,4.343983425382744,286.45,0.0,0.0
248,2005,1,03509,50.9,1.7880036849000058,286.45,0.0,0.0
249,2005,1,03552,55.1,4.128604430555196,287.04999999999995,0.0,0.0
250,2005,1,03987,59.5,5.9017119059364465,286.84999999999997,0.0,0.0
251,2005,1,03988,60.9,6.290759961497815,286.54999999999995,0.0,0.0
252,2005,1,05546,53.2,5.7341239999999996,284.25,0.0,0.0
253,2005,1,05643,50.9,3.6268428019444126,286.84999999999997,0.0,0.0
254,2005,1,05745,42.4,4.001140367493247,286.75,0.0,0.0
255,2005,1,05825,44.9,5.474044756850276,286.95,0.0,0.0
256,2005,1,06170,54.0,4.60721170057205,287.34999999999997,0.0,0.0
257,2005,1,06265,30.2,4.60721170057205,286.34999999999997,0.0,0.0
258,2006,1,00164,10.3,2.8403308845442634,275.75,0.0,0.0
259,2006,1,00303,16.4,2.653914358756891,277.34999999999997,0.0,0.0
260,2006,1,00427,19.0,2.7839637242665356,276.54999999999995,0.0,0.0
261,2006,1,00880,18.9,2.5988169017674174,277.65,0.0,0.0
262,2006,1,01001,23.3,2.544106101561018,277.25,0.0,0.0
263,2006,1,01869,11.4,3.606409914859929,275.75,0.0,0.0
265,2006,1,02627,21.7,2.364565076287815,276.84999999999997,0.0,0.0
266,2006,1,02794,16.9,2.954188850857033,277.45,0.0,0.0
267,2006,1,02856,17.7,3.0888948802806486,276.84999999999997,0.0,0.0
268,2006,1,02951,18.3,4.001140367493247,278.04999999999995,0.0,0.0
269,2006,1,03015,19.3,3.0116747709538627,275.95,0.0,0.0
270,2006,1,03083,18.5,1.5666488323705474,276.84999999999997,0.0,0.0
271,2006,1,03158,12.9,3.2059401020605485,275.95,0.0,0.0
272,2006,1,03376,12.8,2.544106101561018,276.34999999999997,0.0,0.0
273,2006,1,03509,16.0,0.7986635768632496,276.34999999999997,0.0,0.0
274,2006,1,03552,17.3,2.544106101561018,276.54999999999995,0.0,0.0
275,2006,1,03987,19.9,3.7916838753123923,277.75,0.0,0.0
276,2006,1,03988,23.7,3.6268428019444126,277.84999999999997,0.0,0.0
277,2006,1,05546,23.6,3.854126199019435,278.25,0.0,0.0
278,2006,1,05643,13.5,1.5666488323705474,276.65,0.0,0.0
279,2006,1,05745,15.6,2.364565076287815,276.95,0.0,0.0
280,2006,1,05825,13.2,2.4717645994584516,277.45,0.0,0.0
281,2006,1,06170,20.2,2.4179668046919085,276.45,0.0,0.0
282,2006,1,06265,15.9,3.9379097377588534,278.15,0.0,0.0
283,2007,1,00164,68.0,7.0932664414369775,286.75,1.0,0.0
284,2007,1,00303,63.0,6.763380899150365,288.34999999999997,1.0,0.0
285,2007,1,00427,87.7,7.350564217207817,286.75,1.0,0.0
286,2007,1,00880,65.4,5.521032105899041,288.45,1.0,0.0
288,2007,1,01869,66.0,7.7685449229342805,285.95,1.0,0.0
290,2007,1,02627,75.9,5.7341239999999996,288.04999999999995,1.0,0.0
291,2007,1,02794,87.6,6.688,286.84999999999997,1.0,0.0
292,2007,1,02856,74.1,5.974026460324393,287.95,1.0,0.0
293,2007,1,02951,90.0,5.218021025851084,287.15,1.0,0.0
294,2007,1,03015,81.8,6.763380899150365,287.54999999999995,1.0,0.0
295,2007,1,03083,60.6,6.940361029226072,288.65,1.0,0.0
296,2007,1,03158,69.5,5.9017119059364465,287.65,1.0,0.0
297,2007,1,03376,100.0,5.125939641275539,287.25,1.0,0.0
298,2007,1,03509,102.4,2.7839637242665356,286.04999999999995,1.0,0.0
299,2007,1,03552,78.1,4.920765595158541,286.75,1.0,0.0
300,2007,1,03987,79.5,7.0932664414369775,286.54999999999995,1.0,0.0
301,2007,1,03988,85.1,7.273054275091862,286.54999999999995,1.0,0.0
302,2007,1,05546,79.0,6.839042897126467,286.15,1.0,0.0
303,2007,1,05643,96.1,5.357163732610755,286.45,1.0,0.0
304,2007,1,05745,77.4,5.357163732610755,286.65,1.0,0.0
305,2007,1,05825,71.0,5.974026460324393,287.25,1.0,0.0
306,2007,1,06170,84.2,5.521032105899041,288.54999999999995,1.0,0.0
307,2007,1,06265,76.5,6.688,287.54999999999995,1.0,0.0
308,2007,1,07389,91.9,6.119533305176792,286.25,1.0,0.0
309,2008,1,00164,73.5,4.988846303199167,284.65,0.0,0.0
310,2008,1,00303,73.8,4.988846303199167,286.25,0.0,0.0
311,2008,1,00427,73.5,5.125939641275539,284.45,0.0,0.0
312,2008,1,00880,66.7,3.9379097377588534,286.84999999999997,0.0,0.0
314,2008,1,01869,56.0,5.974026460324393,284.34999999999997,0.0,0.0
316,2008,1,02627,68.9,3.9379097377588534,286.95,0.0,0.0
317,2008,1,02794,105.7,4.852997425636243,284.75,0.0,0.0
318,2008,1,02856,75.3,4.696095296777527,286.25,0.0,0.0
319,2008,1,02951,92.3,4.562982657867549,284.95,0.0,0.0
320,2008,1,03015,63.4,4.920765595158541,285.04999999999995,0.0,0.0
321,2008,1,03083,67.4,3.2059401020605485,286.54999999999995,0.0,0.0
322,2008,1,03158,79.6,4.128604430555196,285.15,0.0,0.0
323,2008,1,03376,94.0,4.128604430555196,284.75,0.0,0.0
324,2008,1,03509,91.1,2.4179668046919085,284.45,0.0,0.0
325,2008,1,03552,95.0,4.2789868459026605,284.54999999999995,0.0,0.0
326,2008,1,03987,77.8,5.357163732610755,284.15,0.0,0.0
327,2008,1,03988,81.3,5.45060133030329,284.15,0.0,0.0
328,2008,1,05546,102.3,5.287439809250598,284.15,0.0,0.0
329,2008,1,05643,83.4,3.7916838753123923,284.65,0.0,0.0
330,2008,1,05745,88.4,3.4242559999999997,284.65,0.0,0.0
331,2008,1,05825,101.2,3.729582460256912,284.84999999999997,0.0,0.0
332,2008,1,06170,47.7,3.7916838753123923,285.45,0.0,0.0
333,2008,1,06265,74.5,5.357163732610755,285.84999999999997,0.0,0.0
334,2008,1,07389,100.9,3.667823835664958,284.34999999999997,0.0,0.0
335,2009,1,00164,14.2,3.0116747709538627,277.25,1.0,0.0
336,2009,1,00303,20.6,2.364565076287815,279.34999999999997,1.0,0.0
337,2009,1,00427,18.4,2.7839637242665356,278.34999999999997,1.0,0.0
338,2009,1,00880,23.8,2.7839637242665356,280.25,1.0,0.0
339,2009,1,01001,17.7,2.8403308845442634,279.95,1.0,0.0
340,2009,1,01869,7.8,3.667823835664958,276.95,1.0,0.0
342,2009,1,02627,22.6,2.0357485763070056,279.34999999999997,1.0,0.0
343,2009,1,02794,17.7,3.0888948802806486,277.84999999999997,1.0,0.0
344,2009,1,02856,22.6,2.709395777892923,279.15,1.0,0.0
345,2009,1,02951,32.5,3.3443143212275968,279.15,1.0,0.0
346,2009,1,03015,23.3,3.0888948802806486,277.95,1.0,0.0
347,2009,1,03083,17.5,1.0444634846733512,280.25,1.0,0.0
348,2009,1,03158,15.9,2.0865702546485223,278.45,1.0,0.0
349,2009,1,03376,14.1,2.364565076287815,278.04999999999995,1.0,0.0
350,2009,1,03509,13.2,0.836,277.45,1.0,0.0
351,2009,1,03552,15.9,2.258961724346829,278.34999999999997,1.0,0.0
352,2009,1,03987,21.0,3.3443143212275968,279.84999999999997,1.0,0.0
353,2009,1,03988,24.4,3.1667639171040207,279.34999999999997,1.0,0.0
354,2009,1,05546,25.7,3.7916838753123923,279.04999999999995,1.0,0.0
355,2009,1,05643,13.8,1.5052160846974763,278.04999999999995,1.0,0.0
356,2009,1,05745,14.5,1.6603204147248205,277.95,1.0,0.0
357,2009,1,05825,13.4,1.628895317918251,278.45,1.0,0.0
358,2009,1,06170,28.4,2.4717645994584516,278.45,1.0,0.0
359,2009,1,06265,20.3,3.2650046090062412,280.75,1.0,0.0
360,2009,1,07389,12.7,2.258961724346829,278.15,1.0,0.0
361,2010,1,00164,24.2,3.667823835664958,274.54999999999995,0.0,0.0
362,2010,1,00303,29.8,3.0116747709538627,275.65,0.0,0.0
363,2010,1,00427,21.1,3.7916838753123923,275.34999999999997,0.0,0.0
364,2010,1,00880,34.8,3.1472361165390814,275.54999999999995,0.0,0.0
365,2010,1,01001,35.8,2.897073415732504,275.54999999999995,0.0,0.0
366,2010,1,01869,18.6,4.214317708581544,274.25,0.0,0.0
368,2010,1,02627,36.4,2.189458303782011,275.45,0.0,0.0
369,2010,1,02794,24.9,4.128604430555196,275.45,0.0,0.0
370,2010,1,02856,33.8,3.0888948802806486,275.84999999999997,0.0,0.0
371,2010,1,02951,38.7,3.667823835664958,275.95,0.0,0.0
372,2010,1,03015,30.3,3.2650046090062412,274.95,0.0,0.0
373,2010,1,03083,38.1,1.9188019443142117,275.45,0.0,0.0
374,2010,1,03158,20.3,3.3443143212275968,275.45,0.0,0.0
376,2010,1,03509,26.6,2.364565076287815,274.54999999999995,0.0,0.0
377,2010,1,03552,28.8,3.3443143212275968,275.45,0.0,0.0
378,2010,1,03987,39.3,3.729582460256912,275.54999999999995,0.0,0.0
379,2010,1,03988,43.4,3.9169075802219275,275.54999999999995,0.0,0.0
380,2010,1,05546,27.5,4.2789868459026605,275.04999999999995,0.0,0.0
381,2010,1,05643,32.6,2.4179668046919085,275.15,0.0,0.0
382,2010,1,05745,22.0,2.4717645994584516,274.75,0.0,0.0
383,2010,1,05825,12.3,2.544106101561018,275.45,0.0,0.0
384,2010,1,06170,23.6,3.1472361165390814,275.65,0.0,0.0
385,2010,1,06265,22.7,3.606409914859929,275.95,0.0,0.0
386,2010,1,07389,26.3,3.0888948802806486,274.65,0.0,0.0
387,2011,1,00164,20.8,3.2650046090062412,283.15,0.0,0.0
388,2011,1,00303,44.1,3.2059401020605485,284.25,0.0,0.0
389,2011,1,00427,31.1,3.2650046090062412,283.75,0.0,0.0
390,2011,1,00880,35.9,2.5988169017674174,284.04999999999995,0.0,0.0
391,2011,1,01001,40.6,2.954188850857033,284.95,0.0,0.0
392,2011,1,01869,20.2,3.9379097377588534,281.75,0.0,0.0
394,2011,1,02627,41.6,1.8693922721184015,284.34999999999997,0.0,0.0
395,2011,1,02794,45.7,3.2650046090062412,283.65,0.0,0.0
396,2011,1,02856,46.6,3.2059401020605485,284.04999999999995,0.0,0.0
397,2011,1,02951,39.0,2.954188850857033,284.04999999999995,0.0,0.0
398,2011,1,03015,32.8,3.0888948802806486,283.65,0.0,0.0
399,2011,1,03083,35.1,2.5988169017674174,284.34999999999997,0.0,0.0
401,2011,1,03376,25.0,3.2059401020605485,283.45,0.0,0.0
402,2011,1,03509,37.1,1.9188019443142117,282.84999999999997,0.0,0.0
403,2011,1,03552,37.1,2.4179668046919085,283.15,0.0,0.0
404,2011,1,03987,36.4,4.128604430555196,283.15,0.0,0.0
405,2011,1,03988,39.0,3.854126199019435,283.34999999999997,0.0,0.0
406,2011,1,05546,50.1,3.667823835664958,283.34999999999997,0.0,0.0
407,2011,1,05643,38.3,2.4179668046919085,283.15,0.0,0.0
408,2011,1,05745,31.6,2.0357485763070056,282.95,0.0,0.0
409,2011,1,05825,32.8,2.544106101561018,284.25,0.0,0.0
410,2011,1,06170,34.2,2.7839637242665356,283.65,0.0,0.0
411,2011,1,06265,34.7,3.3443143212275968,284.54999999999995,0.0,0.0
412,2011,1,07389,30.6,2.709395777892923,283.34999999999997,0.0,0.0
413,2012,1,00164,74.9,5.218021025851084,285.15,1.0,0.0
414,2012,1,00303,75.5,4.696095296777527,286.15,1.0,0.0
415,2012,1,00427,53.6,5.521032105899041,285.65,1.0,0.0
416,2012,1,00880,77.9,3.667823835664958,284.95,1.0,0.0
417,2012,1,01001,74.4,4.562982657867549,285.54999999999995,1.0,0.0
418,2012,1,01869,40.2,5.357163732610755,284.65,1.0,0.0
421,2012,1,02794,71.8,4.852997425636243,285.25,1.0,0.0
422,2012,1,02856,74.9,4.2789868459026605,285.04999999999995,1.0,0.0
424,2012,1,03015,67.0,4.763128543096858,285.34999999999997,1.0,0.0
426,2012,1,03158,46.6,4.214317708581544,285.25,1.0,0.0
427,2012,1,03376,60.2,4.0647058500078455,285.84999999999997,1.0,0.0
429,2012,1,03552,70.7,4.0647058500078455,285.54999999999995,1.0,0.0
430,2012,1,03987,57.3,5.662794706322312,285.45,1.0,0.0
432,2012,1,05546,100.9,5.521032105899041,284.95,1.0,0.0
439,2013,1,00164,46.4,3.729582460256912,285.04999999999995,0.0,0.0
441,2013,1,00427,50.2,4.001140367493247,285.34999999999997,0.0,0.0
442,2013,1,00880,53.1,2.7839637242665356,286.04999999999995,0.0,0.0
443,2013,1,01001,63.2,3.4644622732470336,286.04999999999995,0.0,0.0
444,2013,1,01869,43.5,4.343983425382744,284.65,0.0,0.0
447,2013,1,02794,66.4,3.9379097377588534,284.65,0.0,0.0
448,2013,1,02856,61.1,3.3443143212275968,285.65,0.0,0.0
450,2013,1,03015,56.6,3.606409914859929,285.34999999999997,0.0,0.0
452,2013,1,03158,44.7,3.0888948802806486,285.34999999999997,0.0,0.0
453,2013,1,03376,39.5,3.0116747709538627,285.34999999999997,0.0,0.0
455,2013,1,03552,73.3,2.709395777892923,284.25,0.0,0.0
